Medicine_ID,Generic_Name,Revenue,Profit,Inventory_Value,Waste_Value
MED118303,Diphenhydramine Hcl,0.0,71219.30000000005,265681.79,0.0
MED106792,Cetirizine Hcl,0.0,71215.14000000001,217235.37,0.0
MED104065,"Dextromethorphan Hbr, Phenylephrine Hcl",0.0,71215.13999999998,216193.89,0.0
MED061295,Pulmo Bryonia,0.0,71187.47999999998,265355.1,0.0
MED129642,Salsolinol (Hydrochloride),0.0,71155.70000000001,303641.8,34307.58
MED109993,"Eucalyptol, Menthol, Methyl Salicylate, Thymol",0.0,71093.75,295925.0,57291.08
MED083821,Acetaminophen 325 Mg And Dextromethorphan Hbr 10 Mg Oral Liquid Day Time Kids,0.0,71087.90000000002,329595.36,0.0
MED047767,Clarithromycin,644.85,71077.01999999996,347418.68,30557.8
MED013498,Dextromethorphan Hbr,0.0,71015.07999999996,198709.96,0.0
MED092970,Coal Tar,0.0,70933.5,267778.5,0.0
MED009328,Lenalidomide,0.0,70895.35999999999,340019.08,0.0
MED015555,"Homosalate, Octocrylene, Octinoxate, Octisalate, Avobenzone",0.0,70850.04999999999,185952.63,3735.06
MED133688,"Lidocaine, Petrolatum",2035.72,70836.34999999998,185754.0,79672.8
MED036968,Benzalkonium Chloride,220.76,70819.38,238937.94,0.0
MED097233,Estradiol,0.0,70688.09999999998,225356.5,0.0
MED026093,Epinephrine,1874.92,70637.84000000003,313364.74,3499.11
MED047609,Antimony Potassium Tartrate,0.0,70566.21000000002,237914.82,0.0
MED035149,Hydrocortisone Butyrate,0.0,70534.59999999998,239596.16000000003,0.0
MED122379,Meloxicam,0.0,70482.02999999997,273643.48,76947.2
MED041192,Cyclobenzaprine Hydrochloride,0.0,70459.26999999999,189744.43,45685.39
MED035931,Silicon Dioxide,0.0,70423.50000000006,314007.3,0.0
MED012567,"Calcarea Carbonica, Kali Phosphoricum, Lycopodium Clavatum, Passiflora Incarnata, Gallicum Acidum",0.0,70416.54000000001,230028.66,0.0
MED020247,Zinc Oxide,848.54,70400.69,233650.1,41584.0
MED054306,Propranolol Hydrochloride,609.05,70307.09999999995,261843.81000000003,0.0
MED037162,Aurum Muriaticum Natronatum,0.0,70298.09999999998,230394.0,66288.8
MED089660,Hydrogen Cyanide,0.0,70290.55000000002,213483.97,0.0
MED032944,Kali Aceticum,0.0,70254.79999999999,195734.0,0.0
MED024894,Amlodipine Besylate,0.0,70244.21999999997,190267.92,56435.4
MED015863,Delay Serum,0.0,70166.13999999996,335091.9,15440.1
MED109035,Escitalopram,0.0,70164.54000000001,242518.71,18035.92
MED133831,Escitalopram,1679.86,70086.1,237020.7,5739.0
MED039147,Loratadine,0.0,70057.68,277724.58,0.0
MED094019,Potassium Chloride,0.0,69991.22,180089.66,0.0
MED093395,Bupropion Hydrochloride,0.0,69954.00000000003,179046.87,86106.51
MED007581,Dapagliflozin,0.0,69943.12,249662.32,44664.36
MED063492,Meloxicam,0.0,69921.90000000002,250981.95,33464.26
MED079166,Castor Oil,0.0,69916.51000000001,178062.59,76488.78
MED104463,Ozanimod Hydrochloride,0.0,69892.20000000001,278667.9,0.0
MED096794,Lidocaine Hydrochloride,0.0,69890.4,240944.4,10393.68
MED000551,Trolamine Salicylate,0.0,69877.5,242559.24,0.0
MED090181,"Glycerin, Naphazoline Hydrochloride",0.0,69866.86999999994,212859.02,0.0
MED073425,Famotidine,0.0,69866.51000000007,265713.21,0.0
MED124781,Sunscreen,0.0,69858.44000000006,194097.16,0.0
MED022095,Ziprasidone,0.0,69833.28000000003,308190.96,0.0
MED114525,Miconazole Nitrate,0.0,69821.37,291441.96,0.0
MED007918,Nifurtimox,2837.48,69819.82000000004,252468.2,24016.0
MED012449,Purified Water,0.0,69798.85,186416.34,28789.38
MED110476,Chlorpromazine Hydrochloride,0.0,69793.33000000002,182137.08,0.0
MED097246,Zinc Oxide,0.0,69791.40000000002,199847.12,0.0
MED116985,Titanium Dioxide,0.0,69778.52999999997,345429.72000000003,8450.88
MED018657,Clopidogrel,2467.32,69756.44,185649.88,29934.67
MED012864,Mirabegron,7615.11,69715.68,290613.76,19949.92
MED129744,Fluocinolone Acetonide,0.0,69701.64000000001,204690.3,37399.65
MED109510,Benzalkonium Chloride Wipes,0.0,69631.87000000002,256649.47,0.0
MED136866,Alcohol Antiseptic,0.0,69599.77999999991,335928.87000000005,0.0
MED046053,Alendronate Sodium,0.0,69543.24000000003,290081.89,23874.46
MED026724,Hydromorphone Hydrochloride,0.0,69487.25000000003,217156.91,0.0
MED120615,Hydroxychloroquine Sulfate,0.0,69472.4,202162.65,0.0
MED068588,Testosterone Cypionate,0.0,69461.82000000004,205818.94,22459.07
MED118275,Viburnum Opulus Bark,0.0,69456.88000000005,307707.04000000004,0.0
MED007417,Diphenhydramine Hcl,0.0,69441.12000000002,224423.7,63091.0
MED136931,Albuterol Sulfate,0.0,69405.83999999997,290882.06,33155.25
MED092933,Adenosine,0.0,69400.79999999999,189766.8,0.0
MED080856,Lidocaine,0.0,69308.32,310659.44,18214.56
MED130072,Ferula Assa-Foetida Resin,0.0,69258.18000000005,307223.1,62200.65
MED023290,Rivastigmine Tartrate,0.0,69233.1,207667.26,0.0
MED091288,Fluphenazine Hydrochloride,0.0,69183.5,193922.51,24334.39
MED110715,Skin Tag Remover Liquid,0.0,69158.32,286353.76,54388.62
MED124416,Anticavity Mouthwash,0.0,69107.34,226770.97,22216.01
MED062501,Lidocaine,0.0,69084.18000000002,220633.71,19887.45
MED012223,Zinc Oxide,0.0,69071.80000000002,202262.54,11189.89
MED132525,Alcohol,4928.55,69053.6,195089.72,64907.67
MED079290,Amoxicillin And Clavulanate Potassium,1631.26,68908.80000000002,214185.6,82779.84
MED123892,Sodium Fluoride,0.0,68907.74000000005,222762.04,32311.9
MED127782,Isradipine,0.0,68739.84000000003,239733.0,19807.0
MED000077,Clobazam,0.0,68626.80000000002,188698.95,0.0
MED073307,Nifedipine,0.0,68474.56000000003,180223.12,0.0
MED129586,Atovaquone,0.0,68470.26999999999,226332.06000000003,23286.36
MED014216,"Avobenzone, Homosalate, Octisalate, Octocrylene",0.0,68469.16000000003,223154.05,0.0
MED082175,Diclofenac Potassium,0.0,68445.23000000004,210675.1,66224.0
MED021905,Cold Flu Relief Elderberry,1461.9,68421.35999999999,260041.2,0.0
MED101956,Promethazine Hydrochloride,0.0,68375.63,182128.23,9761.85
MED097440,L-Menthol,0.0,68341.35,172379.9,7912.52
MED033835,Levetiracetam Injection,0.0,68209.56000000006,282888.04,39886.6
MED035825,Ethyl Alcohol,0.0,68186.15,194667.53,0.0
MED023508,Anti-Diarrhea Drops,0.0,68099.45000000001,264052.75,0.0
MED030933,Menthol,0.0,68095.52000000008,339911.52,13582.53
MED052325,Hydrocortisone,0.0,68065.91999999995,199825.92,0.0
MED006115,Ratanhia,0.0,68055.84000000003,335909.68,14837.0
MED075963,Levothyroxine Sodium,0.0,68044.35000000003,198713.3,0.0
MED022985,Carbamazepine,0.0,68037.48000000004,304352.1,0.0
MED032136,Cisplatin,680.59,68022.53,231186.59,29649.58
MED088393,Docetaxel,0.0,67988.32000000004,214752.4,0.0
MED128314,Naproxen Sodium,0.0,67967.04000000001,260523.72,0.0
MED131479,Bisacodyl,0.0,67882.04000000001,240222.6,41653.8
MED053045,Tofacitinib,0.0,67851.41999999998,299387.34,6708.96
MED135276,Terbinafine Hydrochloride,0.0,67807.73000000001,236201.95,40770.95
MED088758,Ferrum Phosphoricum 6,0.0,67763.08000000005,225307.39,0.0
MED110457,"Arnica Mont, Baptisia, Bryonia, Eupatorium Perf, Gelsemium, Ipecac, Rhus Tox",0.0,67749.03000000003,309867.04,60919.04
MED000559,Antiperspirant Above Dermaclinical Women,821.18,67737.66999999998,253121.31,0.0
MED088093,Fosdenopterin Hydrobromide,0.0,67728.54000000001,178154.43999999997,16327.8
MED086970,Lisdexamfetamine Dimesylate Oral,187.69,67470.35999999999,195795.63,20581.56
MED130029,Fluoxetine Hydrochloride,0.0,67466.24999999999,246193.96000000002,12512.04
MED120450,Amoxicillin And Clavulanate Potassium,0.0,67458.93000000002,198768.02,0.0
MED041497,Carvedilol Phosphate,0.0,67455.78,222624.36,0.0
MED000064,Losartan Potassium And Hydrochlorothiazide,0.0,67452.23999999999,171312.84,0.0
MED080517,Metronidazole,0.0,67381.09000000005,275670.22,6584.0
MED027699,"Zinc Oxide, Titanium Dioxide, Homosalate, Octisalate, Octocrylene",2594.95,67271.76000000001,222114.24,81505.44
MED102678,Norgestrel And Ethinyl Estradiol,0.0,67261.19999999995,326935.8,0.0
MED032144,Levothyroxine Sodium,0.0,67096.62,288013.32,0.0
MED000884,Diclofenac Sodium And Misoprostol,0.0,67056.00000000003,253939.2,0.0
MED075460,Cadmium Sulfide,0.0,67038.84,185049.36,27054.0
MED047406,Aspirin,0.0,67022.77000000002,251274.95,0.0
MED068702,Ethyl Alcohol,0.0,67019.08000000002,287757.9,0.0
MED034033,Acetaminophen,0.0,66931.79999999999,221699.4,0.0
MED020044,Famciclovir,2013.74,66765.59999999995,231636.24,0.0
MED124106,Divalproex Sodium,0.0,66760.80000000002,221926.96000000002,131409.12
MED075783,Thioridazine Hydrochloride,0.0,66742.38,186684.48,19404.48
MED128217,Pregabalin,0.0,66677.79999999999,183741.28,0.0
MED064210,Talazoparib,0.0,66661.88,318042.08,11643.8
MED006534,Magnesium Hydroxide,0.0,66650.15000000005,213017.07,17225.1
MED123635,Hydrocortisone,0.0,66644.40000000002,242949.2,0.0
MED005209,Clozapine,0.0,66609.06,169068.06,60618.24
MED037749,Solarcaine Burn Pain Relief 4Oz,0.0,66606.03999999998,326028.51,0.0
MED027586,Liothyronine Sodium,0.0,66579.4,167272.63999999998,2709.6
MED103171,Suzetrigine,0.0,66576.84000000003,200638.2,0.0
MED101513,Mercurius Aceticus,0.0,66555.51000000001,200273.43,0.0
MED131822,Ofloxacin,0.0,66481.56,242053.2,0.0
MED091698,Cadmium Bromatum,0.0,66456.81999999995,229904.27,90763.81
MED079835,Alcohol,350.52,66428.37000000005,202874.49,0.0
MED067753,Gabapentin,0.0,66382.04999999999,264624.57,0.0
MED094141,Dextromethorphan Hbr Guaifenesin Phenylephrine Hcl,0.0,66317.93999999997,203221.98,0.0
MED026153,Amoxicillin,0.0,66309.18,203990.99,0.0
MED088731,Nitrofurantoin Monohydrate/Macrocrystalline,0.0,66266.55000000002,256574.2,0.0
MED010043,Titanium Dioxide,0.0,66217.85999999996,229483.08,26731.9
MED047718,Olmesartan Medoxomil / Amlodipine Besylate / Hydrochlorothiazide,0.0,66182.38000000006,319399.46,60945.48
MED021705,Aspirin,0.0,66095.90999999997,198877.26,0.0
MED128080,Quetiapine,0.0,65982.84,202677.86,7718.69
MED089483,"Acetaminophen, Dextromethorphan Hbr, Guaifenesin, Doxylamine Succinate, Phenylephrine Hcl",0.0,65956.40999999997,294236.01,0.0
MED122734,Lisdexamfetamine Dimesylate,0.0,65952.29999999999,192375.2,0.0
MED121797,Naloxone Hydrochloride,0.0,65948.30000000002,173939.09,0.0
MED089828,"Avobenzone, Homosalate, Octisalate, Octocrylene",1402.28,65822.68000000002,231136.95,5623.05
MED102388,Ethyl Alcohol,0.0,65798.43000000002,216181.14,53915.68
MED134856,Benzoyl Peroxide,0.0,65679.6,254327.64,63149.38
MED026672,Venlafaxine Hydrochloride,0.0,65650.04999999999,195356.25,57191.25
MED064900,Tenofovir Disoproxil Fumarate,0.0,65620.23000000001,280587.06,14911.62
MED054176,Aminocaproic Acid,519.07,65556.72,173553.0,2265.25
MED077529,Oxygen,0.0,65556.47999999998,217286.4,0.0
MED013158,Clomipramine Hydrochloride,0.0,65542.35999999993,259050.9,58044.6
MED094496,Salicylic Acid,0.0,65513.79000000004,294439.59,35288.64
MED008478,Acetaminophen,0.0,65510.48000000001,168598.40000000002,0.0
MED096776,Menthol,0.0,65477.100000000006,199613.7,83428.29
MED132294,"Urtica Dioica, Berberis Vulgaris, Boldo, Juniperus Communis, Aloe Socotrina, Chelidonium Majus",0.0,65447.16,180380.58,44551.83
MED062183,Ampicillin,0.0,65441.04999999999,178887.4,0.0
MED033078,Ruthenium,2081.04,65438.90999999997,298624.68,13469.32
MED068126,"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride, Triprolidine Hydrochloride",0.0,65431.61,270525.24,116138.7
MED013313,Metronidazole,1343.61,65417.72,176506.66,16313.0
MED104604,Etravirine,0.0,65415.04000000001,172571.04,0.0
MED065373,Lisinopril,824.22,65406.48000000004,185478.67,0.0
MED007895,Sertraline Hydrochloride,0.0,65404.95999999996,307242.9,0.0
MED100648,Venlafaxine Hydrochloride,0.0,65363.38999999999,210367.79,0.0
MED005118,Loperamide Hydrochloride,797.91,65332.580000000045,178466.84999999998,0.0
MED061441,"Avobenzone, Homosalate, Octisalate And Octocrylene",0.0,65326.56000000003,230124.96,931.68
MED008897,Nicotine Polacrilex,0.0,65240.53,254820.85,2009.1
MED083003,"Ginkgo Biloba, Leonurus Cardiaca, Cactus Grandiflorus (N), Heart (Bovine), Taurine, Ubidecarenonum (Coq 10), Aurum Muriaticum Natronatum, Magnesia Phosphorica",0.0,65207.24000000005,302537.75999999995,13648.32
MED053718,Pregabalin,0.0,65068.00000000003,186008.0,3255.14
MED096262,Esomeprazole Magnesium,0.0,64983.29999999996,242157.00000000003,0.0
MED118046,Silicon Dioxide,0.0,64953.84,181695.6,29913.3
MED056030,Tolnaftate 1% Fungal Nail,0.0,64903.40999999997,176219.23,41026.65
MED095220,"Octinoxate, Octisalate, Oxybenzone, And Titanium Dioxide",0.0,64816.59999999998,268094.60000000003,2536.03
MED046591,Aluminium Sulphuricum,0.0,64757.59999999998,265905.10000000003,41411.45
MED105338,Hydrochlorothiazide,1802.4,64665.399999999965,253031.82,0.0
MED131469,Cetylpyridinium Chloride,0.0,64655.76000000001,191792.64,39920.64
MED075726,Quetiapine Fumarate,0.0,64630.44,237262.56,45302.56
MED087470,Conium Maculatum,0.0,64479.07999999999,244021.34,75908.22
MED076926,Zinc Oxide,0.0,64478.95999999999,189229.04,0.0
MED079701,Metformin Hydrochloride,0.0,64465.04000000001,250542.46,43685.81
MED076965,Titanium Dioxide,0.0,64460.0,267003.0,45147.78
MED014988,"Avobenzone,Homosalate,Octocrylene,Octisalate",0.0,64458.0,272079.0,0.0
MED008695,Sodium Chloride,3016.84,64438.399999999965,304512.0,2928.0
MED109583,Methyl Salicylate 2%,0.0,64386.08999999997,272570.13,0.0
MED015658,Zinc Oxide,0.0,64369.19999999998,242545.8,0.0
MED131172,Benzoyl Peroxide,0.0,64348.899999999965,185450.98,0.0
MED047189,Topiramate,0.0,64328.100000000006,161708.4,0.0
MED013434,Flecainide Acetate,0.0,64321.10000000004,226386.32,18374.04
MED121915,Quetiapine,0.0,64288.35999999999,217384.46,46494.41
MED078143,Bismuthum Subnitricum,0.0,64191.25000000003,259408.3,90355.7
MED050836,Medicated Corn Removers,0.0,64190.0,191666.1,0.0
MED023705,"Avobenzone,Homosalate,Octocrylene",0.0,64140.899999999965,270522.60000000003,14581.36
MED007926,Brivaracetam,0.0,64120.34999999998,276527.65,69506.95
MED039248,"Avobenzone, Homosalate, Octisalate, And Octocrylene",0.0,64093.119999999966,163174.08000000002,51320.88
MED061519,Nystatin,493.53,64075.62000000005,167946.65999999997,0.0
MED042759,Sodium Chloride,0.0,64061.19999999998,253412.48,0.0
MED000260,Metoprolol Succinate,0.0,64048.600000000006,183645.0,0.0
MED092803,Phenazopyridine Hydrochloride,599.4,64025.57999999999,172056.93,59026.83
MED079863,Levothyroxine Sodium,0.0,63980.16,192871.08,43772.16
MED101207,Lac Defloratum,0.0,63920.090000000026,258527.88,0.0
MED047992,Metformin Hydrochloride,0.0,63871.5,189754.84000000003,35592.68
MED024643,Etranacogene Dezaparvovec,0.0,63856.59,192997.77,0.0
MED052677,Gabapentin,0.0,63853.67999999999,187122.96,46082.52
MED079786,Nilotinib,0.0,63836.15999999997,179381.76,45779.72
MED118034,Hydrocortisone Cream 1%,0.0,63831.81,308225.49,0.0
MED074066,Manganum Fluoratum,0.0,63824.03999999998,164788.47,22811.25
MED125152,Undecylenic Acid 25% Fungal Nail Repair Pen,371.63,63823.28,206864.48,41840.68
MED103577,Methyl Salicylate,196.7,63814.80000000002,245347.6,47687.28
MED054728,"Homosalate, Octisalate, Octocrylene, Zinc Oxide",420.95,63766.22999999998,304674.26,24662.3
MED066738,Magnesium Hydroxide,0.0,63737.65,160680.35,25879.49
MED005686,Acetaminophen,0.0,63725.71999999997,306544.46,14909.75
MED132947,Gabapentin,0.0,63723.15,192665.85,0.0
MED006736,Metformin Hcl,0.0,63669.0,191691.0,33697.26
MED128294,Guanfacine,0.0,63597.59999999998,214516.8,39923.96
MED077562,"Octisalate, Titanium Dioxide",0.0,63567.03000000003,248191.68,16129.84
MED033139,Etherum,0.0,63448.20000000001,176842.91999999998,85211.44
MED100977,Venlafaxine Hydrochloride,0.0,63410.34,171188.63999999998,59940.0
MED041923,Zinc Oxide,0.0,63404.09999999998,182329.05,0.0
MED132704,Chlorpromazine,0.0,63369.36000000005,302685.48,0.0
MED008093,Ibuprofen,0.0,63307.06,172265.64,17694.96
MED015084,"Caulophyllum Thalictroides, Hypophysis Suis, Hypothalamus Suis, Pineal Gland (Suis), Cimicifuga Racemosa, Natrum Muriaticum, Cinchona Officinalis, Adrenocorticotrophin",3953.88,63232.399999999965,176360.80000000002,10306.8
MED045922,"Famotidine, Calcium Carbonate, And Magnesium Hydroxide Tablet, Chewable",0.0,63192.48000000004,212491.44,91800.03
MED055036,Quetiapine Fumarate,0.0,63165.39000000003,170209.24,0.0
MED132385,Tobramycin,0.0,63099.0,182023.8,0.0
MED096398,Ethyl Alcohol,0.0,63085.63999999999,224341.16,57077.95
MED041184,Nitrofurantoin (Monohydrate/Macrocrystals),0.0,63068.06999999998,204991.41,13483.27
MED066929,Sildenafil Citrate,0.0,63029.360000000015,187903.08,50543.55
MED021778,Asenapine Maleate,0.0,63021.0,259399.0,105080.64
MED046605,Haemophilus B Conjugate Vaccine (Meningococcal Protein Conjugate),0.0,63013.340000000026,166137.13999999998,0.0
MED036172,Helium Oxygen Mixture,0.0,62919.06,196611.54,0.0
MED065434,Oseltamivir Phosphate,0.0,62907.57000000004,172941.38999999998,11399.15
MED075125,Acetaminophen,0.0,62881.50000000003,179183.59999999998,44069.48
MED064270,Bellis Perennis,0.0,62850.12000000005,309209.0,110593.0
MED041553,"Avobenzone, Homosalate, Octisalate,",6650.64,62742.53000000004,300985.74000000005,112003.2
MED074499,Diphenhydramine Hcl,0.0,62739.12,170545.52,0.0
MED133662,"Bacitracin Zinc, Neomycin Sulfate, And Polymyxin B Sulfate",0.0,62730.0,178992.0,0.0
MED136146,"Brompheniramine Maleate, Pseudoephedrine Hydrochloride And Dextromethorphan Hydrobromide",0.0,62726.4,223287.84,47207.46
MED115464,"Acetaminophen, Dextromethorphan Hbr, Phenylephrine Hcl",0.0,62697.56999999998,201065.65,22640.1
MED092636,Acetaminophen,0.0,62668.31999999995,298222.32,0.0
MED007752,Gabapentin,0.0,62610.21000000005,224264.82,21511.62
MED059552,Dexmedetomidine Hydrochloride,0.0,62539.55999999997,202080.42,0.0
MED115916,Fluticasone Propionate And Salmeterol,0.0,62512.69999999998,239970.4,3341.36
MED062956,Golimumab,0.0,62439.30000000005,307810.8,41663.28
MED100293,Diclofenac Potassium,0.0,62387.79999999998,168958.86,0.0
MED062101,Simvastatin,0.0,62349.90999999997,290107.68,0.0
MED093433,Beclomethasone Dipropionate,0.0,62327.34999999998,168248.7,94314.06
MED062028,Colchicine,0.0,62311.82999999999,203333.34,0.0
MED042450,"Titanium Dioxide, Zinc Oxide",140.31,62298.23999999999,169383.28,0.0
MED095848,Pegloticase,0.0,62277.27999999997,264296.08,0.0
MED020109,Diphenhydramine Hydrochloride,0.0,62186.0,250006.25,0.0
MED062038,Metoprolol Succinate,0.0,62174.83999999997,273692.72000000003,65070.32
MED005012,Benzethonium Chloride,0.0,62150.00000000003,241349.92,0.0
MED076809,"Octinoxate, Titanium Dioxide",0.0,62112.63999999999,228079.84,72430.76
MED102505,Omeprazole,184.19,62028.03,230745.45,33836.4
MED060378,Calcium Carbonate,0.0,61997.69999999995,201094.2,40646.7
MED075025,Diltiazem Hydrochloride,0.0,61966.59999999998,206648.56,13713.52
MED107543,Oxymetazoline Hydrochloride,1928.66,61909.97999999998,162336.57,0.0
MED128826,Etherum,0.0,61909.68000000008,218830.44,33079.02
MED020934,Colchicine,0.0,61880.5,212245.0,74864.6
MED045541,"Potassium Nitrate, Sodium Fluoride",0.0,61875.84000000008,283938.72,22751.5
MED095955,Ketotifen Fumarate,0.0,61844.19,165784.15,52697.05
MED120396,Prednisone,1389.26,61829.60000000004,285294.56,29231.0
MED088189,Guanfacine,0.0,61818.12,177839.76,39367.36
MED053130,Isosorbide Dinitrate,0.0,61776.65000000002,273740.3,77514.58
MED102771,Bisoprolol Fumarate And Hydrochlorothiazide,0.0,61680.96000000002,209855.36,0.0
MED133790,Lurasidone Hydrochloride,0.0,61636.77000000002,182762.76,7450.76
MED053307,Lisdexamfetamine Dimesylate,0.0,61621.0,242340.0,34620.0
MED011205,Zidovudine,0.0,61603.67000000001,220798.33,0.0
MED124343,Magnesium Citrate,0.0,61462.72000000003,277418.24,0.0
MED115433,Pentamidine Isethionate,0.0,61446.330000000016,296118.24,0.0
MED032731,Repaglinide,0.0,61436.75999999998,218201.27,39347.77
MED004948,Ibuprofen Mini 200 Mg,0.0,61403.25,289664.0,35133.44
MED063082,Olipudase Alfa-Rpcp,0.0,61400.42999999999,165624.41,65670.32
MED104407,Povidone-Iodine,0.0,61335.29999999999,167349.0,0.0
MED122845,"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, And Phenylephrine Hydrochloride",0.0,61306.5,192153.5,53802.98
MED123193,Clotrimazole,0.0,61286.37000000001,230659.55000000002,0.0
MED007250,"Benzalkonium Chloride, Lidocaine Hcl",765.34,61243.73999999996,178124.16000000003,29161.92
MED119305,Acidum Benzoicum,0.0,61212.05999999997,222414.4,0.0
MED013702,Perphenazine,0.0,61132.88999999999,192158.89,13445.52
MED107040,Prednisolone Sodium Phosphate,0.0,61127.19999999998,168278.56,32806.6
MED060107,Mercurius Corrosivus,0.0,61078.15999999997,156420.16,0.0
MED076141,"Camphor (Synthetic), Eucalyptus Oil, And Menthol",0.0,61023.600000000006,200265.12,91029.6
MED032499,Galantamine,0.0,60979.22999999998,153239.58,0.0
MED108958,Ciprofolxacin,0.0,60958.03,205882.6,0.0
MED136131,Simethicone 125 Mg,0.0,60936.75,178007.58,0.0
MED000464,Hydrocodone Bitartrate And Acetaminophen,0.0,60909.79999999999,203913.0,0.0
MED098233,"Benzalkonium Chloride, Lidocaine Hydrochloride",0.0,60884.4,165382.28,0.0
MED093976,Acyclovir,0.0,60872.140000000014,188064.24,48556.56
MED114890,Benzalkonium Chloride,0.0,60855.60000000004,181969.2,0.0
MED118883,Warfarin Sodium,0.0,60726.399999999965,230322.4,14806.44
MED132566,Perampanel,0.0,60712.56,160411.5,0.0
MED035142,Miconazole Nitrate,2742.39,60683.99999999997,190578.88,5144.16
MED064693,Pregabalin,0.0,60665.11000000005,276176.89,0.0
MED022028,Nitrogen,0.0,60654.879999999976,231831.6,0.0
MED128185,Tapentadol Hydrochloride,0.0,60648.92999999999,212805.36,0.0
MED081039,Colchicine,0.0,60647.99999999994,244171.2,0.0
MED035303,Sulindac,0.0,60614.28,154790.82,36155.52
MED136998,Human Immunoglobulin G,0.0,60546.919999999984,255000.29,49808.07
MED091727,Anagallis Arvernsis,0.0,60486.0,198239.9,0.0
MED121166,"Dextromethorphan Hbr, Guaifenesin",0.0,60380.5,203891.06,0.0
MED082635,Metolazone,0.0,60272.75999999998,277125.9,97887.6
MED010371,Chimaphila Umbellata,338.37,60071.35000000004,243076.31,0.0
MED021466,Atenolol,0.0,60041.57999999999,169083.78,103683.45
MED041096,"Camphor, Menthol",0.0,60038.40000000002,202233.12,30849.12
MED061286,Carbo Betulae 20,0.0,60031.98000000004,299068.54,0.0
MED038651,Menthol,0.0,60007.52999999997,242379.69,31899.91
MED050977,Men Care Eucalyptus Birch 72H Antiperspirant,0.0,59979.80000000005,280005.9,50783.1
MED039456,Losartan Potassium,0.0,59975.09999999998,178434.51,31687.06
MED081304,"Povidone, Polyvinyl Alcohol",0.0,59956.4,172763.58,16208.94
MED014850,Nicotine Polacrilex,0.0,59938.42000000001,190683.64,16774.24
MED090363,Alcohol,0.0,59915.15999999997,151761.06,37407.26
MED036555,Zinc Oxide,0.0,59880.09999999998,201877.55,0.0
MED041528,Oxycodone Hydrochloride,0.0,59877.48000000004,231768.86,23335.09
MED117962,Venlafaxine,0.0,59837.96000000002,167105.12,69780.16
MED040161,Fluoxetine Hydrochloride,826.69,59786.640000000014,294167.25,0.0
MED075844,Pyrithione Zinc,0.0,59707.44000000003,211133.52,0.0
MED089813,Calcium Carbonate,0.0,59687.75999999998,191359.08,0.0
MED022161,Sodium Sulfate,0.0,59681.09,149921.59,58321.9
MED108441,Lorazepam,0.0,59603.51000000001,230979.85,0.0
MED064567,Prednisone,0.0,59601.360000000015,171760.68,0.0
MED012874,Colchicine,888.36,59599.67999999997,255366.72,0.0
MED030620,"Octinoxate, Oxybenzone, Petrolatum",0.0,59589.75,270806.7,107157.92
MED039318,Lisdexamfetamine Dimesylate,0.0,59565.00000000006,293254.17,0.0
MED033148,Aluminum Metallicum,0.0,59519.02000000002,152319.31,0.0
MED053720,Modafinil,0.0,59384.390000000014,178679.41,0.0
MED095268,Nicotine Polacrilex,0.0,59364.54999999999,183493.45,20142.89
MED034719,Amitriptyline Hydrochloride,0.0,59297.48000000001,171528.83,0.0
MED116833,Sertraline Hydrochloride,0.0,59266.80000000005,269194.5,47343.0
MED011397,Methylprednisolone,0.0,59209.92000000001,163889.27999999997,43817.62
MED104259,First Aid Burn Cream,721.99,59150.52000000002,199129.36,0.0
MED088026,Acetaminophen,0.0,59149.399999999965,233940.95,95153.51
MED102921,Furosemide,307.06,59140.15999999997,160931.16,0.0
MED072908,Ephedrine Sulfate,0.0,59106.79999999999,195633.45,0.0
MED051440,"Dextromethorphan Hbr, Guaifenesin",0.0,59090.59999999998,285176.0,61677.6
MED021773,Milnacipran Hydrochloride,0.0,59044.76000000001,232540.44,0.0
MED025587,Acetaminophen,0.0,59025.24000000002,204387.96,19230.05
MED020651,Chlorthalidone,0.0,59020.80000000005,242618.1,89265.15
MED121385,Timolol Hemihydrate,0.0,58981.70000000004,207632.9,103255.28
MED036063,Magnesium Oxide,2225.68,58938.640000000014,251222.0,0.0
MED102971,Olmesartan Medoxomil And Hydrochlorothiazide,0.0,58891.55999999997,205652.72,31073.9
MED130743,Dexlansoprazole,0.0,58836.95999999999,200614.96,0.0
MED073342,Capsaicin,0.0,58836.80999999997,151388.73,0.0
MED083471,Zinc Oxide,0.0,58818.65999999997,179048.76,56283.26
MED072990,Clindamycin Phosphate,930.51,58791.130000000034,225878.84,6959.04
MED090396,"Octinoxate, Titanium Dioxide",0.0,58663.65000000002,264998.4,0.0
MED096377,Zinc Oxide,0.0,58659.07999999999,154756.80000000002,26611.2
MED123353,Ibuprofen,1197.6799999999998,58648.05000000002,243471.42,12023.28
MED095677,Palopegteriparatide,0.0,58508.600000000006,180876.48,87389.76
MED008741,Metoprolol Tartrate,0.0,58474.679999999935,217414.78000000003,0.0
MED129585,"Viburnum Opulus, Magnesia Phosphorica, Folliculinum, Pulsatilla (Pratensis), Borax, Mercurius Solubilis, Nitricum Acidum, Silicea, Thuja Occidentalis",0.0,58456.02000000002,159913.24,23251.48
