Waste_Record_ID,Inventory_ID,Medicine_ID,Batch_Number,Waste_Date,Expiry_Date,Quantity_Wasted,Unit_Cost,Total_Waste_Value,Waste_Reason,Disposal_Method,Disposal_Status,Reported_By,Warehouse_Location,Remarks
WR000589,INV004983,MED133688,BAT439431,2026-07-21,2027-01-06,178,447.6,79672.8,Expired,Biohazard Disposal,Completed,EMP017,WH-A,Expired stock removed
WR000590,INV004645,MED110085,BAT341281,2026-07-21,2029-05-04,40,79.79,3191.6,Expired,Incineration,Completed,EMP016,WH-E,Medicine expired
WR000591,INV003170,MED115464,BAT564634,2026-03-04,2025-12-01,42,539.05,22640.1,Expired,Incineration,Completed,EMP014,WH-C,Expired stock removed
WR000592,INV001003,MED051378,BAT733727,2026-03-14,2027-10-03,46,275.47,12671.62,Damaged,Return to Supplier,Completed,EMP010,WH-B,Packaging damaged
WR000593,INV001376,MED060378,BAT552708,2026-07-21,2026-07-19,95,427.86,40646.7,Expired,Recycling,Completed,EMP016,WH-D,Expired stock removed
WR000594,INV003294,MED128380,BAT855829,2026-06-01,2026-05-13,69,596.83,41181.27,Expired,Biohazard Disposal,Completed,EMP004,WH-A,Medicine expired
WR000595,INV003629,MED023032,BAT974176,2026-07-21,2027-07-01,154,578.52,89092.08,Expired,Return to Supplier,Completed,EMP004,WH-B,Expired stock removed
WR000596,INV001823,MED038959,BAT254228,2026-07-21,2028-05-29,37,525.11,19429.07,Expired,Return to Supplier,Completed,EMP001,WH-E,Expired stock removed
WR000597,INV002562,MED051064,BAT533351,2026-01-28,2026-09-28,99,322.63,31940.37,Recalled,Incineration,Pending,EMP017,WH-B,Safety recall
WR000598,INV002489,MED066277,BAT335086,2026-06-16,2026-08-01,60,24.55,1473.0,Overstock,Return to Supplier,Completed,EMP010,WH-B,Low demand
WR000599,INV000511,MED062174,BAT918017,2026-05-24,2026-10-27,12,252.83,3033.96,Damaged,Return to Supplier,Completed,EMP006,WH-E,Broken container
WR000600,INV000452,MED056122,BAT525146,2026-07-21,2026-12-22,66,551.91,36426.06,Expired,Biohazard Disposal,Completed,EMP007,WH-E,Expired stock removed
WR000601,INV001246,MED041473,BAT226858,2026-07-12,2029-05-03,100,497.51,49751.0,Damaged,Biohazard Disposal,Completed,EMP004,WH-A,Packaging damaged
WR000602,INV002974,MED050929,BAT533389,2026-02-05,2027-01-14,198,417.45,82655.1,Overstock,Biohazard Disposal,Completed,EMP013,WH-E,Excess inventory
WR000603,INV004446,MED025114,BAT260633,2026-02-17,2025-12-31,50,464.11,23205.5,Expired,Recycling,Completed,EMP014,WH-C,Medicine expired
WR000604,INV003403,MED124106,BAT921498,2026-06-14,2029-03-18,184,357.09,65704.56,Contaminated,Recycling,Completed,EMP015,WH-A,Quality issue
WR000605,INV003315,MED074064,BAT213246,2026-07-21,2026-08-25,41,9.91,406.31,Expired,Recycling,Completed,EMP017,WH-B,Medicine expired
WR000606,INV002423,MED097071,BAT148465,2026-07-21,2027-09-14,26,297.04,7723.04,Expired,Biohazard Disposal,Completed,EMP005,WH-D,Medicine expired
WR000607,INV003465,MED114633,BAT678603,2026-05-27,2026-04-14,48,448.19,21513.12,Expired,Biohazard Disposal,Completed,EMP009,WH-E,Medicine expired
WR000608,INV001372,MED007335,BAT208834,2026-03-20,2025-11-05,2,39.76,79.52,Damaged,Incineration,Completed,EMP020,WH-A,Broken container
WR000609,INV002885,MED124847,BAT416874,2026-07-21,2027-07-05,198,422.04,83563.92,Expired,Recycling,Completed,EMP008,WH-B,Medicine expired
WR000610,INV004236,MED042670,BAT452984,2026-04-30,2028-03-25,87,248.95,21658.65,Overstock,Recycling,Completed,EMP002,WH-C,Excess inventory
WR000611,INV004404,MED011629,BAT256167,2025-10-06,2025-10-02,142,229.81,32633.02,Expired,Biohazard Disposal,Pending,EMP012,WH-D,Medicine expired
WR000612,INV000301,MED036691,BAT360322,2026-07-06,2028-10-04,157,345.06,54174.42,Overstock,Incineration,Completed,EMP008,WH-A,Low demand
WR000613,INV000009,MED035111,BAT514850,2026-07-21,2027-06-09,39,448.27,17482.53,Expired,Incineration,Completed,EMP002,WH-E,Medicine expired
WR000614,INV004711,MED060700,BAT830765,2026-07-21,2028-01-09,112,597.01,66865.12,Expired,Recycling,Completed,EMP001,WH-C,Medicine expired
WR000615,INV004616,MED100867,BAT231413,2026-07-21,2027-02-17,31,251.99,7811.69,Expired,Return to Supplier,Completed,EMP003,WH-A,Expired stock removed
WR000616,INV004548,MED000404,BAT989153,2026-03-01,2027-11-05,16,408.66,6538.56,Overstock,Biohazard Disposal,Completed,EMP012,WH-C,Low demand
WR000617,INV004921,MED046710,BAT429439,2026-04-14,2026-07-12,71,81.24,5768.04,Damaged,Biohazard Disposal,Completed,EMP018,WH-D,Broken container
WR000618,INV002477,MED113649,BAT233464,2026-07-21,2028-04-29,145,125.52,18200.4,Expired,Recycling,Completed,EMP017,WH-D,Medicine expired
WR000619,INV001697,MED015829,BAT628986,2026-07-15,2026-07-12,8,20.27,162.16,Expired,Recycling,Pending,EMP011,WH-C,Expired stock removed
WR000620,INV004908,MED047241,BAT152859,2026-05-16,2028-02-08,33,445.99,14717.67,Recalled,Return to Supplier,Completed,EMP009,WH-E,Manufacturer recall
WR000621,INV004891,MED096891,BAT251418,2026-04-30,2024-09-11,180,321.0,57780.0,Damaged,Incineration,Completed,EMP008,WH-E,Packaging damaged
WR000622,INV001954,MED025596,BAT174575,2026-07-21,2027-07-26,130,58.43,7595.9,Expired,Recycling,Completed,EMP006,WH-E,Expired stock removed
WR000623,INV001557,MED040191,BAT750475,2026-04-09,2025-03-08,118,100.4,11847.2,Overstock,Incineration,Completed,EMP003,WH-B,Excess inventory
WR000624,INV003682,MED116506,BAT350585,2026-06-16,2026-09-26,8,509.07,4072.56,Overstock,Recycling,Completed,EMP020,WH-E,Low demand
WR000625,INV001585,MED010636,BAT212322,2026-03-16,2026-08-18,64,455.85,29174.4,Recalled,Incineration,Completed,EMP020,WH-E,Manufacturer recall
WR000626,INV000986,MED067858,BAT385031,2026-05-30,2026-05-14,119,447.17,53213.23,Expired,Incineration,Completed,EMP001,WH-B,Expired stock removed
WR000627,INV004858,MED015865,BAT983008,2026-03-05,2027-03-09,64,401.03,25665.92,Overstock,Biohazard Disposal,Completed,EMP003,WH-B,Excess inventory
WR000628,INV001862,MED007399,BAT569557,2026-02-12,2027-02-06,178,535.14,95254.92,Overstock,Biohazard Disposal,Completed,EMP007,WH-B,Excess inventory
WR000629,INV002878,MED093178,BAT331260,2026-02-05,2028-05-29,197,298.21,58747.37,Damaged,Incineration,Completed,EMP006,WH-A,Packaging damaged
WR000630,INV003989,MED108925,BAT540920,2026-06-04,2026-09-29,109,84.44,9203.96,Overstock,Incineration,Completed,EMP003,WH-C,Excess inventory
WR000631,INV002048,MED104418,BAT118127,2026-07-21,2027-07-12,46,160.33,7375.18,Expired,Incineration,Completed,EMP019,WH-E,Expired stock removed
WR000632,INV003152,MED029271,BAT251021,2026-01-27,2028-08-26,14,93.98,1315.72,Contaminated,Biohazard Disposal,Completed,EMP006,WH-D,Quality issue
WR000633,INV003405,MED133205,BAT637393,2026-04-01,2027-08-05,107,443.57,47461.99,Overstock,Recycling,Completed,EMP001,WH-C,Low demand
WR000634,INV004358,MED054176,BAT551994,2026-07-21,2026-08-13,13,174.25,2265.25,Expired,Return to Supplier,Pending,EMP017,WH-C,Expired stock removed
WR000635,INV000729,MED119065,BAT900771,2026-07-21,2026-10-12,29,36.67,1063.43,Expired,Recycling,Completed,EMP007,WH-B,Medicine expired
WR000636,INV003353,MED094054,BAT330748,2026-07-04,2026-01-24,110,111.6,12276.0,Contaminated,Recycling,Completed,EMP003,WH-B,Quality issue
WR000637,INV002630,MED083471,BAT688437,2026-07-21,2028-03-12,149,377.74,56283.26,Expired,Incineration,Completed,EMP011,WH-E,Expired stock removed
WR000638,INV004042,MED109254,BAT610113,2026-05-09,2027-12-14,78,52.23,4073.94,Damaged,Biohazard Disposal,Completed,EMP019,WH-E,Broken container
WR000639,INV002527,MED068583,BAT495588,2026-07-21,2026-10-19,10,255.13,2551.3,Expired,Biohazard Disposal,Completed,EMP018,WH-C,Expired stock removed
WR000640,INV001600,MED037382,BAT379068,2026-07-21,2029-04-05,192,320.87,61607.04,Expired,Incineration,Completed,EMP002,WH-E,Medicine expired
WR000641,INV003870,MED041307,BAT199347,2026-06-05,2027-02-03,1,460.48,460.48,Damaged,Recycling,Completed,EMP015,WH-C,Broken container
WR000642,INV000809,MED119148,BAT823044,2026-02-14,2027-01-28,184,200.89,36963.76,Overstock,Recycling,Completed,EMP009,WH-A,Excess inventory
WR000643,INV003462,MED117244,BAT335164,2026-02-21,2027-05-14,2,291.79,583.58,Damaged,Incineration,Completed,EMP019,WH-C,Packaging damaged
WR000644,INV004179,MED095268,BAT604520,2026-01-24,2026-03-31,73,275.93,20142.89,Damaged,Return to Supplier,Completed,EMP006,WH-C,Broken container
WR000645,INV002022,MED066028,BAT873325,2026-06-22,2027-04-15,41,211.96,8690.36,Overstock,Return to Supplier,Completed,EMP017,WH-E,Excess inventory
WR000646,INV003230,MED088879,BAT844959,2026-07-05,2026-02-23,144,292.3,42091.2,Recalled,Return to Supplier,Completed,EMP015,WH-D,Manufacturer recall
WR000647,INV002073,MED093078,BAT657099,2026-04-24,2027-07-29,20,424.04,8480.8,Overstock,Return to Supplier,Completed,EMP015,WH-E,Low demand
WR000648,INV004925,MED053130,BAT930269,2026-04-17,2025-05-26,143,542.06,77514.58,Expired,Return to Supplier,Completed,EMP010,WH-A,Expired stock removed
WR000649,INV001649,MED130923,BAT918433,2026-07-21,2027-08-06,96,448.88,43092.48,Expired,Recycling,Completed,EMP003,WH-A,Expired stock removed
WR000650,INV003799,MED018657,BAT399524,2026-07-21,2027-10-19,109,274.63,29934.67,Expired,Incineration,Completed,EMP018,WH-D,Expired stock removed
WR000651,INV002813,MED128500,BAT545016,2026-03-24,2026-10-19,4,246.72,986.88,Contaminated,Recycling,Completed,EMP004,WH-C,Quality issue
WR000652,INV003555,MED100246,BAT774468,2026-06-12,2025-07-09,27,138.77,3746.79,Expired,Incineration,Completed,EMP018,WH-E,Expired stock removed
WR000653,INV003005,MED111165,BAT711956,2026-07-16,2026-07-13,107,132.59,14187.13,Expired,Return to Supplier,Completed,EMP009,WH-E,Expired stock removed
WR000654,INV000645,MED055267,BAT565420,2025-10-18,2025-05-24,49,523.72,25662.28,Expired,Incineration,Completed,EMP009,WH-C,Medicine expired
WR000655,INV002395,MED033634,BAT526283,2026-07-21,2028-08-07,161,502.72,80937.92,Expired,Recycling,Pending,EMP005,WH-A,Medicine expired
WR000656,INV003742,MED042495,BAT691426,2026-07-21,2027-10-09,4,301.82,1207.28,Expired,Return to Supplier,Completed,EMP018,WH-E,Medicine expired
WR000657,INV002096,MED001089,BAT249642,2026-07-21,2028-05-01,25,560.51,14012.75,Expired,Biohazard Disposal,Completed,EMP013,WH-C,Expired stock removed
WR000658,INV000707,MED040393,BAT194632,2026-03-19,2027-06-07,42,200.93,8439.06,Overstock,Recycling,Completed,EMP011,WH-B,Low demand
WR000659,INV002599,MED024805,BAT964152,2026-01-25,2026-06-11,18,121.78,2192.04,Damaged,Return to Supplier,Completed,EMP015,WH-B,Broken container
WR000660,INV001208,MED082057,BAT415183,2026-07-21,2027-12-20,93,82.29,7652.97,Expired,Return to Supplier,Completed,EMP003,WH-A,Expired stock removed
WR000661,INV000858,MED014402,BAT542166,2026-01-23,2024-09-10,115,409.58,47101.7,Overstock,Return to Supplier,Completed,EMP012,WH-B,Excess inventory
WR000662,INV000014,MED087904,BAT100599,2026-07-21,2027-08-02,31,527.84,16363.04,Expired,Return to Supplier,Completed,EMP010,WH-B,Expired stock removed
WR000663,INV002445,MED023031,BAT882872,2026-07-21,2027-04-28,144,84.98,12237.12,Expired,Incineration,Completed,EMP006,WH-B,Expired stock removed
WR000664,INV000458,MED012382,BAT287155,2026-07-21,2028-01-11,166,165.1,27406.6,Expired,Biohazard Disposal,Completed,EMP019,WH-B,Expired stock removed
WR000665,INV004154,MED086968,BAT998719,2026-07-21,2026-10-08,178,57.27,10194.06,Expired,Biohazard Disposal,Completed,EMP002,WH-C,Medicine expired
WR000666,INV003319,MED006349,BAT928394,2026-07-21,2028-07-28,17,410.14,6972.38,Expired,Biohazard Disposal,Completed,EMP018,WH-E,Medicine expired
WR000667,INV002728,MED041122,BAT595598,2026-07-21,2026-11-11,60,542.01,32520.6,Expired,Recycling,Completed,EMP019,WH-E,Medicine expired
WR000668,INV003054,MED052316,BAT978133,2026-07-21,2026-10-08,39,185.98,7253.22,Expired,Return to Supplier,Completed,EMP008,WH-A,Medicine expired
WR000669,INV002146,MED022555,BAT338447,2026-03-16,2028-03-10,102,100.06,10206.12,Recalled,Recycling,Completed,EMP007,WH-D,Manufacturer recall
WR000670,INV000240,MED136689,BAT116418,2026-07-21,2027-03-06,96,557.68,53537.28,Expired,Return to Supplier,Completed,EMP014,WH-B,Expired stock removed
WR000671,INV001511,MED080856,BAT232372,2026-04-03,2025-03-26,36,505.96,18214.56,Damaged,Return to Supplier,Completed,EMP012,WH-D,Packaging damaged
WR000672,INV001045,MED036956,BAT192292,2026-02-05,2027-07-01,198,593.79,117570.42,Overstock,Incineration,Completed,EMP003,WH-C,Excess inventory
WR000673,INV003532,MED079863,BAT493170,2026-04-09,2026-06-17,128,341.97,43772.16,Damaged,Incineration,Completed,EMP004,WH-E,Broken container
WR000674,INV004261,MED075060,BAT694310,2026-07-06,2025-04-02,196,153.36,30058.56,Contaminated,Incineration,Completed,EMP013,WH-A,Contaminated during storage
WR000675,INV004508,MED078990,BAT299916,2026-07-14,2026-06-16,14,246.27,3447.78,Expired,Biohazard Disposal,Completed,EMP019,WH-C,Expired stock removed
WR000676,INV002503,MED019287,BAT228046,2026-02-01,2026-07-21,69,75.79,5229.51,Overstock,Return to Supplier,Completed,EMP006,WH-A,Low demand
WR000677,INV002236,MED021940,BAT197962,2026-07-21,2028-09-29,178,378.83,67431.74,Expired,Biohazard Disposal,Completed,EMP016,WH-E,Expired stock removed
WR000678,INV001666,MED095589,BAT461287,2026-05-04,2026-01-15,112,436.37,48873.44,Contaminated,Return to Supplier,Completed,EMP002,WH-A,Quality issue
WR000679,INV003199,MED089376,BAT878771,2026-07-21,2026-12-23,44,130.89,5759.16,Expired,Incineration,Pending,EMP002,WH-D,Expired stock removed
WR000680,INV004987,MED121218,BAT178882,2026-05-29,2027-09-24,17,41.56,706.52,Damaged,Biohazard Disposal,Completed,EMP010,WH-D,Packaging damaged
WR000681,INV001726,MED002908,BAT448781,2026-07-21,2026-08-28,172,368.67,63411.24,Expired,Recycling,Completed,EMP015,WH-D,Expired stock removed
WR000682,INV000805,MED091356,BAT168535,2026-07-21,2027-02-22,27,560.47,15132.69,Expired,Biohazard Disposal,Completed,EMP002,WH-C,Expired stock removed
WR000683,INV002099,MED101966,BAT697339,2026-01-06,2025-12-02,128,563.4,72115.2,Expired,Return to Supplier,Completed,EMP005,WH-C,Expired stock removed
WR000684,INV004483,MED134181,BAT922695,2026-01-30,2025-06-17,36,157.97,5686.92,Damaged,Recycling,Completed,EMP017,WH-D,Packaging damaged
WR000685,INV000307,MED066457,BAT580728,2026-07-07,2026-06-28,152,384.14,58389.28,Expired,Incineration,Completed,EMP013,WH-E,Medicine expired
WR000686,INV001959,MED052903,BAT297526,2026-04-26,2026-01-09,74,113.1,8369.4,Damaged,Incineration,Completed,EMP020,WH-B,Broken container
WR000687,INV002948,MED004962,BAT850252,2026-05-25,2027-09-05,2,559.3,1118.6,Overstock,Incineration,Completed,EMP019,WH-D,Excess inventory
WR000688,INV003830,MED066600,BAT709760,2026-07-21,2028-01-31,8,124.63,997.04,Expired,Biohazard Disposal,Completed,EMP002,WH-A,Expired stock removed
WR000689,INV000327,MED127955,BAT334081,2026-07-15,2026-07-04,87,80.77,7026.99,Expired,Biohazard Disposal,Completed,EMP005,WH-E,Expired stock removed
WR000690,INV000430,MED063042,BAT576728,2026-05-20,2024-11-17,2,381.97,763.94,Overstock,Recycling,Completed,EMP013,WH-C,Excess inventory
WR000691,INV000097,MED006084,BAT440131,2026-02-24,2025-08-03,90,91.61,8244.9,Expired,Recycling,Completed,EMP020,WH-B,Medicine expired
WR000692,INV000635,MED104761,BAT116703,2026-07-21,2028-12-13,146,515.46,75257.16,Expired,Biohazard Disposal,Completed,EMP016,WH-D,Medicine expired
WR000693,INV000551,MED013911,BAT859246,2026-07-21,2027-03-20,46,159.5,7337.0,Expired,Return to Supplier,Completed,EMP009,WH-C,Medicine expired
WR000694,INV004690,MED022486,BAT221728,2025-12-29,2025-09-29,156,188.42,29393.52,Expired,Incineration,Pending,EMP015,WH-A,Expired stock removed
WR000695,INV004426,MED110028,BAT740441,2026-02-09,2027-11-19,192,388.93,74674.56,Recalled,Return to Supplier,Completed,EMP008,WH-E,Manufacturer recall
WR000696,INV002050,MED086628,BAT269864,2026-03-24,2028-07-02,6,380.46,2282.76,Recalled,Incineration,Completed,EMP017,WH-A,Manufacturer recall
WR000697,INV004503,MED075570,BAT721250,2026-07-21,2027-02-21,119,78.2,9305.8,Expired,Biohazard Disposal,Pending,EMP012,WH-D,Medicine expired
WR000698,INV001355,MED122719,BAT407189,2026-07-21,2027-11-30,9,296.83,2671.47,Expired,Incineration,Completed,EMP014,WH-E,Medicine expired
WR000699,INV003132,MED049676,BAT105158,2026-07-21,2026-08-07,163,575.25,93765.75,Expired,Biohazard Disposal,Completed,EMP005,WH-C,Expired stock removed
WR000700,INV004223,MED120674,BAT702611,2026-03-23,2026-11-11,181,582.99,105521.19,Overstock,Return to Supplier,Completed,EMP013,WH-C,Low demand
WR000701,INV001902,MED007752,BAT627788,2026-03-19,2026-02-16,87,247.26,21511.62,Expired,Incineration,Completed,EMP006,WH-A,Medicine expired
WR000702,INV003281,MED074976,BAT870341,2026-07-05,2026-12-12,94,115.83,10888.02,Recalled,Return to Supplier,Completed,EMP005,WH-A,Safety recall
WR000703,INV000187,MED133339,BAT234913,2026-07-07,2026-01-24,114,336.91,38407.74,Overstock,Recycling,Completed,EMP014,WH-B,Excess inventory
WR000704,INV003996,MED041952,BAT477574,2026-07-21,2028-07-12,170,276.31,46972.7,Expired,Recycling,Completed,EMP019,WH-C,Medicine expired
WR000705,INV003640,MED040246,BAT861049,2026-05-28,2028-09-02,23,128.31,2951.13,Recalled,Incineration,Completed,EMP012,WH-B,Safety recall
WR000706,INV000873,MED003349,BAT548158,2026-07-21,2026-12-22,78,95.92,7481.76,Expired,Biohazard Disposal,Completed,EMP020,WH-D,Medicine expired
WR000707,INV002019,MED046929,BAT741449,2026-07-21,2027-05-09,148,172.44,25521.12,Expired,Return to Supplier,Pending,EMP019,WH-E,Expired stock removed
WR000708,INV002497,MED089785,BAT263511,2025-12-13,2025-05-13,192,258.15,49564.8,Expired,Recycling,Completed,EMP020,WH-A,Expired stock removed
WR000709,INV002652,MED094024,BAT439926,2026-03-07,2025-03-24,181,209.69,37953.89,Damaged,Return to Supplier,Completed,EMP017,WH-B,Broken container
WR000710,INV003693,MED046984,BAT550514,2026-06-23,2026-10-01,113,508.52,57462.76,Damaged,Incineration,Completed,EMP013,WH-B,Packaging damaged
WR000711,INV004948,MED015084,BAT225639,2026-04-10,2027-12-21,36,286.3,10306.8,Damaged,Incineration,Completed,EMP010,WH-D,Broken container
WR000712,INV000287,MED066279,BAT327797,2025-05-11,2025-04-08,123,355.8,43763.4,Expired,Recycling,Completed,EMP005,WH-C,Medicine expired
WR000713,INV001099,MED130072,BAT560197,2026-07-21,2028-07-29,181,343.65,62200.65,Expired,Biohazard Disposal,Completed,EMP001,WH-C,Medicine expired
WR000714,INV003361,MED025587,BAT480708,2026-04-01,2027-05-31,35,549.43,19230.05,Damaged,Recycling,Completed,EMP012,WH-B,Broken container
WR000715,INV003420,MED063421,BAT502354,2026-02-28,2026-10-07,74,522.85,38690.9,Damaged,Biohazard Disposal,Completed,EMP004,WH-A,Packaging damaged
WR000716,INV001129,MED076461,BAT752126,2026-05-20,2025-02-13,33,558.53,18431.49,Expired,Biohazard Disposal,Completed,EMP006,WH-A,Medicine expired
WR000717,INV002309,MED033445,BAT882275,2026-07-21,2027-07-28,75,594.67,44600.25,Expired,Biohazard Disposal,Completed,EMP012,WH-A,Expired stock removed
WR000718,INV004123,MED093671,BAT783263,2026-07-12,2025-08-15,37,531.14,19652.18,Contaminated,Recycling,Completed,EMP006,WH-E,Quality issue
WR000719,INV001230,MED128549,BAT201866,2026-02-16,2026-05-09,78,136.53,10649.34,Recalled,Return to Supplier,Completed,EMP020,WH-E,Manufacturer recall
WR000720,INV002446,MED109203,BAT381715,2026-05-20,2024-12-03,152,583.31,88663.12,Damaged,Incineration,Pending,EMP014,WH-D,Broken container
WR000721,INV001547,MED074370,BAT404289,2026-02-13,2027-03-06,146,247.37,36116.02,Overstock,Return to Supplier,Completed,EMP002,WH-D,Excess inventory
WR000722,INV003200,MED125152,BAT325203,2026-07-21,2027-08-05,161,259.88,41840.68,Expired,Recycling,Pending,EMP015,WH-E,Expired stock removed
WR000723,INV002839,MED080648,BAT785371,2026-07-21,2027-10-25,143,465.18,66520.74,Expired,Return to Supplier,Completed,EMP003,WH-A,Medicine expired
WR000724,INV004287,MED015885,BAT755498,2026-06-05,2028-03-02,129,262.91,33915.39,Overstock,Incineration,Completed,EMP013,WH-A,Excess inventory
WR000725,INV004894,MED083003,BAT315222,2026-03-16,2026-01-12,24,568.68,13648.32,Expired,Incineration,Pending,EMP011,WH-C,Expired stock removed
WR000726,INV003305,MED103438,BAT973558,2026-07-21,2027-12-20,104,89.29,9286.16,Expired,Incineration,Completed,EMP015,WH-C,Medicine expired
WR000727,INV003123,MED117268,BAT641286,2026-07-21,2027-07-22,158,369.3,58349.4,Expired,Incineration,Completed,EMP010,WH-C,Expired stock removed
WR000728,INV003727,MED107171,BAT128802,2026-04-02,2027-11-13,2,159.38,318.76,Damaged,Return to Supplier,Completed,EMP003,WH-C,Broken container
WR000729,INV002168,MED009255,BAT312478,2026-07-14,2025-07-14,91,270.8,24642.8,Expired,Incineration,Completed,EMP020,WH-E,Medicine expired
WR000730,INV004039,MED045962,BAT436549,2025-12-08,2025-11-16,28,151.01,4228.28,Expired,Incineration,Completed,EMP011,WH-E,Medicine expired
WR000731,INV001521,MED022161,BAT538698,2026-03-24,2026-09-09,170,343.07,58321.9,Damaged,Return to Supplier,Completed,EMP012,WH-A,Packaging damaged
WR000732,INV004298,MED008353,BAT120573,2026-03-04,2028-04-08,12,266.32,3195.84,Recalled,Return to Supplier,Completed,EMP017,WH-B,Safety recall
WR000733,INV001149,MED117773,BAT443005,2026-03-31,2026-09-23,87,380.22,33079.14,Recalled,Biohazard Disposal,Completed,EMP014,WH-C,Manufacturer recall
WR000734,INV003186,MED014757,BAT258968,2026-07-21,2027-10-26,169,242.22,40935.18,Expired,Biohazard Disposal,Completed,EMP009,WH-A,Expired stock removed
WR000735,INV002090,MED060200,BAT572239,2026-04-18,2026-01-30,27,493.14,13314.78,Damaged,Recycling,Completed,EMP017,WH-E,Packaging damaged
WR000736,INV000202,MED037810,BAT874568,2026-04-11,2025-02-26,61,560.68,34201.48,Overstock,Incineration,Completed,EMP020,WH-D,Excess inventory
WR000737,INV003447,MED134215,BAT479426,2025-12-22,2025-06-22,134,423.46,56743.64,Expired,Biohazard Disposal,Completed,EMP001,WH-D,Medicine expired
WR000738,INV000709,MED079166,BAT492906,2026-04-16,2025-12-28,186,411.23,76488.78,Expired,Return to Supplier,Completed,EMP004,WH-C,Expired stock removed
WR000739,INV003092,MED016638,BAT910820,2026-07-03,2025-10-24,162,19.14,3100.68,Overstock,Biohazard Disposal,Completed,EMP016,WH-A,Low demand
WR000740,INV001972,MED117262,BAT703580,2026-04-25,2029-03-02,200,64.36,12872.0,Overstock,Biohazard Disposal,Completed,EMP005,WH-E,Low demand
WR000741,INV002436,MED014282,BAT996046,2026-07-21,2026-10-16,82,444.63,36459.66,Expired,Return to Supplier,Pending,EMP011,WH-D,Expired stock removed
WR000742,INV000846,MED025659,BAT425387,2026-07-21,2026-12-27,75,9.43,707.25,Expired,Recycling,Completed,EMP018,WH-D,Expired stock removed
WR000743,INV001026,MED103531,BAT208442,2026-05-27,2026-04-23,1,89.39,89.39,Expired,Recycling,Completed,EMP017,WH-A,Expired stock removed
WR000744,INV000420,MED104368,BAT176697,2026-06-05,2027-11-22,39,122.46,4775.94,Recalled,Return to Supplier,Completed,EMP011,WH-C,Safety recall
WR000745,INV002998,MED124223,BAT955961,2026-07-20,2028-12-03,162,312.47,50620.14,Overstock,Return to Supplier,Completed,EMP006,WH-B,Low demand
WR000746,INV002823,MED132687,BAT528624,2026-07-21,2028-12-01,176,96.37,16961.12,Expired,Recycling,Completed,EMP008,WH-A,Medicine expired
WR000747,INV004141,MED075726,BAT148445,2026-03-02,2028-05-19,118,383.92,45302.56,Overstock,Return to Supplier,Completed,EMP012,WH-A,Excess inventory
WR000748,INV003067,MED008699,BAT321505,2026-07-21,2029-03-07,65,529.75,34433.75,Expired,Biohazard Disposal,Completed,EMP010,WH-E,Medicine expired
WR000749,INV004029,MED063631,BAT583195,2026-05-16,2028-12-21,126,182.43,22986.18,Overstock,Recycling,Completed,EMP019,WH-A,Low demand
WR000750,INV002727,MED082081,BAT383282,2026-07-21,2027-04-30,14,406.35,5688.9,Expired,Return to Supplier,Completed,EMP009,WH-B,Medicine expired
WR000751,INV004185,MED041487,BAT704789,2026-07-21,2027-06-01,145,106.47,15438.15,Expired,Incineration,Completed,EMP009,WH-B,Medicine expired
WR000752,INV000575,MED027546,BAT875282,2026-07-04,2027-07-06,78,198.6,15490.8,Damaged,Incineration,Pending,EMP006,WH-B,Packaging damaged
WR000753,INV004857,MED102297,BAT232077,2026-07-21,2027-03-19,105,257.05,26990.25,Expired,Return to Supplier,Completed,EMP002,WH-D,Medicine expired
WR000754,INV003949,MED028252,BAT264924,2026-06-25,2026-06-23,13,330.92,4301.96,Expired,Return to Supplier,Completed,EMP013,WH-D,Expired stock removed
WR000755,INV003805,MED041184,BAT488393,2026-04-18,2026-03-24,59,228.53,13483.27,Contaminated,Return to Supplier,Completed,EMP017,WH-C,Quality issue
WR000756,INV004087,MED120094,BAT608049,2026-02-18,2026-01-24,6,43.45,260.7,Overstock,Recycling,Pending,EMP008,WH-B,Excess inventory
WR000757,INV003718,MED116190,BAT574161,2026-07-12,2024-12-04,144,580.58,83603.52,Recalled,Return to Supplier,Completed,EMP010,WH-A,Safety recall
WR000758,INV000778,MED021689,BAT654844,2026-02-16,2027-01-02,134,24.4,3269.6,Overstock,Incineration,Completed,EMP006,WH-C,Excess inventory
WR000759,INV004170,MED027031,BAT122278,2026-07-21,2028-04-05,16,213.31,3412.96,Expired,Recycling,Completed,EMP017,WH-E,Medicine expired
WR000760,INV001998,MED066836,BAT802136,2026-04-16,2026-02-06,40,178.35,7134.0,Overstock,Biohazard Disposal,Completed,EMP020,WH-B,Excess inventory
WR000761,INV003345,MED065033,BAT792199,2026-07-21,2026-11-05,164,593.18,97281.52,Expired,Incineration,Completed,EMP007,WH-C,Medicine expired
WR000762,INV001319,MED095955,BAT353013,2026-05-22,2029-02-11,137,384.65,52697.05,Overstock,Biohazard Disposal,Completed,EMP009,WH-C,Low demand
WR000763,INV002888,MED063584,BAT571413,2026-04-09,2027-04-22,152,279.49,42482.48,Recalled,Incineration,Completed,EMP006,WH-B,Safety recall
WR000764,INV002565,MED092827,BAT415791,2026-03-29,2028-09-17,56,115.7,6479.2,Overstock,Return to Supplier,Completed,EMP016,WH-D,Excess inventory
