Inventory_ID,Medicine_ID,Supplier_ID,Batch_Number,Manufacturing_Date,Expiry_Date,Quantity_In_Stock,Unit_Cost,Selling_Price,Reorder_Level,Storage_Temperature,Warehouse_Location,Stock_Status,Last_Restock_Date
INV001529,MED076790,SUP0004,BAT449999,2025-08-17,2026-11-10,239,528.07,685.63,149,Refrigerated (2â€“8Â°C),WH-E,In Stock,2025-11-18
INV001530,MED035297,SUP0052,BAT550998,2024-11-13,2026-08-05,618,204.99,270.5,67,Frozen (-20Â°C),WH-D,In Stock,2025-01-29
INV001531,MED013282,SUP0013,BAT186082,2024-01-05,2026-11-20,148,259.98,358.59,163,Frozen (-20Â°C),WH-B,Low Stock,2024-01-22
INV001532,MED009055,SUP0001,BAT594097,2024-07-18,2025-08-12,289,408.85,565.69,118,Frozen (-20Â°C),WH-C,In Stock,2024-09-05
INV001533,MED107344,SUP0074,BAT191771,2023-10-11,2025-03-04,329,28.17,37.09,50,Room Temperature,WH-E,In Stock,2024-01-13
INV001534,MED000028,SUP0025,BAT927895,2024-07-03,2026-06-23,106,358.06,473.74,93,Frozen (-20Â°C),WH-A,In Stock,2024-11-20
INV001535,MED134204,SUP0037,BAT245349,2023-12-01,2026-01-19,869,98.65,133.69,91,Frozen (-20Â°C),WH-A,In Stock,2024-05-19
INV001536,MED079968,SUP0029,BAT822502,2025-02-21,2026-03-18,866,400.68,536.5,111,Refrigerated (2â€“8Â°C),WH-C,In Stock,2025-06-16
INV001537,MED081618,SUP0040,BAT407917,2025-10-19,2027-11-08,809,401.42,498.61,104,Refrigerated (2â€“8Â°C),WH-B,In Stock,2026-01-02
INV001538,MED114558,SUP0020,BAT138585,2023-12-30,2025-01-23,881,92.87,129.99,55,Room Temperature,WH-B,In Stock,2024-06-12
INV001539,MED117160,SUP0010,BAT396196,2025-06-01,2028-03-17,591,432.59,556.77,86,Room Temperature,WH-E,In Stock,2025-09-05
INV001540,MED118039,SUP0039,BAT843556,2024-09-22,2026-12-11,362,237.52,301.42,65,Room Temperature,WH-A,In Stock,2024-10-15
INV001541,MED135442,SUP0033,BAT508482,2024-08-06,2026-10-25,672,471.32,646.89,126,Refrigerated (2â€“8Â°C),WH-B,In Stock,2024-12-17
INV001542,MED131952,SUP0042,BAT881484,2025-12-01,2028-08-17,976,521.54,645.04,170,Room Temperature,WH-C,In Stock,2026-03-06
INV001543,MED066818,SUP0012,BAT610545,2025-06-05,2026-09-28,902,147.81,195.23,60,Refrigerated (2â€“8Â°C),WH-B,In Stock,2025-06-30
INV001544,MED116899,SUP0024,BAT538168,2023-10-07,2026-09-21,640,428.26,582.45,117,Refrigerated (2â€“8Â°C),WH-C,In Stock,2023-10-24
INV001545,MED000359,SUP0014,BAT606250,2026-05-12,2027-11-03,151,409.81,562.08,110,Frozen (-20Â°C),WH-E,In Stock,2026-07-20
INV001546,MED045367,SUP0068,BAT509668,2026-07-07,2028-12-23,932,122.01,165.19,181,Frozen (-20Â°C),WH-A,In Stock,2026-07-20
INV001547,MED074370,SUP0071,BAT404289,2026-02-09,2027-03-06,337,247.37,327.87,29,Room Temperature,WH-D,In Stock,2026-05-07
INV001548,MED133908,SUP0054,BAT586060,2024-11-04,2026-08-26,228,162.5,223.97,140,Room Temperature,WH-B,In Stock,2025-04-19
INV001549,MED107658,SUP0075,BAT366487,2025-10-06,2027-05-29,543,29.12,40.49,83,Refrigerated (2â€“8Â°C),WH-B,In Stock,2025-10-22
INV001550,MED064270,SUP0001,BAT550898,2023-10-26,2024-12-19,526,564.25,678.94,164,Frozen (-20Â°C),WH-C,In Stock,2024-01-19
INV001551,MED123430,SUP0007,BAT620760,2024-09-30,2027-02-17,285,513.86,711.76,54,Refrigerated (2â€“8Â°C),WH-E,In Stock,2025-03-05
INV001552,MED117554,SUP0043,BAT285846,2024-09-03,2025-08-29,80,389.87,541.65,109,Room Temperature,WH-A,Low Stock,2025-01-05
INV001553,MED021754,SUP0034,BAT277233,2025-03-10,2027-11-25,423,544.04,675.05,66,Room Temperature,WH-C,In Stock,2025-05-29
INV001554,MED015219,SUP0037,BAT424526,2023-12-08,2025-01-31,891,512.55,615.4,56,Room Temperature,WH-A,In Stock,2024-01-31
INV001555,MED124722,SUP0035,BAT287664,2024-03-09,2027-02-22,339,302.78,413.91,56,Frozen (-20Â°C),WH-D,In Stock,2024-07-17
INV001556,MED081868,SUP0016,BAT604618,2025-02-09,2026-04-05,806,215.18,274.91,48,Room Temperature,WH-E,In Stock,2025-05-26
INV001557,MED040191,SUP0003,BAT750475,2024-01-13,2025-03-08,131,100.4,136.85,112,Frozen (-20Â°C),WH-B,In Stock,2024-03-09
INV001558,MED077521,SUP0045,BAT131236,2025-06-16,2027-06-06,103,466.64,597.53,156,Room Temperature,WH-B,Low Stock,2025-10-19
INV001559,MED101224,SUP0062,BAT911035,2023-12-05,2026-10-20,845,560.61,760.27,193,Frozen (-20Â°C),WH-D,In Stock,2024-02-16
INV001560,MED062933,SUP0042,BAT773738,2025-08-14,2027-02-05,30,116.91,153.64,140,Room Temperature,WH-C,Low Stock,2025-09-08
INV001561,MED104905,SUP0044,BAT535718,2023-08-05,2025-05-26,84,506.6,668.17,59,Frozen (-20Â°C),WH-A,In Stock,2023-12-16
INV001562,MED095132,SUP0018,BAT596427,2026-04-28,2028-09-14,737,76.25,103.87,112,Frozen (-20Â°C),WH-C,In Stock,2026-07-20
INV001563,MED039632,SUP0040,BAT663170,2025-12-08,2027-08-30,875,37.67,47.47,52,Room Temperature,WH-C,In Stock,2026-01-01
INV001564,MED131939,SUP0049,BAT260470,2025-02-14,2026-12-06,66,221.45,287.81,160,Frozen (-20Â°C),WH-C,Low Stock,2025-06-14
INV001565,MED065636,SUP0003,BAT127417,2025-02-23,2026-12-15,725,522.36,724.14,48,Frozen (-20Â°C),WH-E,In Stock,2025-04-26
INV001566,MED136840,SUP0013,BAT480142,2024-03-09,2025-06-02,782,194.4,238.09,110,Frozen (-20Â°C),WH-B,In Stock,2024-05-30
INV001567,MED093709,SUP0011,BAT342765,2023-10-29,2025-06-20,860,454.13,627.88,165,Room Temperature,WH-E,In Stock,2024-01-31
INV001568,MED093067,SUP0070,BAT411643,2025-03-21,2026-06-14,756,190.58,262.16,35,Room Temperature,WH-C,In Stock,2025-07-17
INV001569,MED042665,SUP0007,BAT243541,2023-12-08,2025-03-02,0,535.38,647.01,52,Refrigerated (2â€“8Â°C),WH-D,Out of Stock,2024-05-21
INV001570,MED088245,SUP0014,BAT377120,2024-06-10,2026-11-27,915,53.8,66.37,88,Frozen (-20Â°C),WH-E,In Stock,2024-11-15
INV001571,MED114111,SUP0014,BAT761482,2023-08-24,2025-11-11,736,105.77,147.17,57,Frozen (-20Â°C),WH-E,In Stock,2023-11-02
INV001572,MED038651,SUP0053,BAT105543,2026-06-26,2028-02-16,812,298.13,371.94,73,Refrigerated (2â€“8Â°C),WH-B,In Stock,2026-07-20
INV001573,MED099919,SUP0050,BAT301821,2026-07-05,2028-03-26,138,584.36,749.33,128,Frozen (-20Â°C),WH-C,In Stock,2026-07-20
INV001574,MED042707,SUP0032,BAT746326,2024-04-01,2027-01-16,255,365.13,438.26,190,Room Temperature,WH-D,In Stock,2024-08-01
INV001575,MED094843,SUP0025,BAT883061,2024-12-20,2027-10-06,577,489.6,644.33,72,Frozen (-20Â°C),WH-B,In Stock,2025-02-05
INV001576,MED022095,SUP0006,BAT342069,2024-12-13,2027-10-29,741,412.02,505.38,43,Room Temperature,WH-C,In Stock,2025-01-08
INV001577,MED019472,SUP0074,BAT102954,2024-09-23,2027-07-10,844,250.95,318.27,28,Refrigerated (2â€“8Â°C),WH-B,In Stock,2024-11-05
INV001578,MED024061,SUP0016,BAT486669,2025-05-16,2027-06-05,674,409.79,528.09,157,Room Temperature,WH-B,In Stock,2025-09-04
INV001579,MED034344,SUP0050,BAT470334,2024-08-09,2027-04-26,491,569.74,733.53,150,Refrigerated (2â€“8Â°C),WH-A,In Stock,2024-10-25
INV001580,MED069130,SUP0060,BAT266309,2023-11-23,2024-12-17,533,126.28,154.32,99,Refrigerated (2â€“8Â°C),WH-B,In Stock,2024-04-03
INV001581,MED046810,SUP0036,BAT285660,2025-12-09,2028-11-23,482,43.85,56.61,160,Refrigerated (2â€“8Â°C),WH-B,In Stock,2025-12-27
INV001582,MED073633,SUP0026,BAT821872,2025-02-04,2027-04-25,270,290.81,374.45,66,Room Temperature,WH-A,In Stock,2025-05-29
INV001583,MED125059,SUP0031,BAT776562,2026-04-11,2028-03-31,971,308.27,427.51,166,Room Temperature,WH-C,In Stock,2026-06-21
INV001584,MED116959,SUP0048,BAT647386,2024-12-23,2027-10-09,267,312.31,394.15,193,Refrigerated (2â€“8Â°C),WH-A,In Stock,2025-02-01
INV001585,MED010636,SUP0073,BAT212322,2024-11-26,2026-08-18,824,455.85,607.96,87,Frozen (-20Â°C),WH-E,In Stock,2025-02-13
INV001586,MED092680,SUP0068,BAT291834,2026-05-03,2028-08-20,149,199.79,267.3,30,Frozen (-20Â°C),WH-D,In Stock,2026-05-18
INV001587,MED091785,SUP0044,BAT101531,2026-04-01,2027-09-23,111,433.92,557.57,103,Frozen (-20Â°C),WH-C,In Stock,2026-06-02
INV001588,MED094236,SUP0026,BAT759393,2025-10-21,2028-07-07,576,217.35,277.34,169,Frozen (-20Â°C),WH-B,In Stock,2026-04-08
INV001589,MED039481,SUP0042,BAT148028,2025-06-08,2027-04-29,777,321.83,417.94,86,Refrigerated (2â€“8Â°C),WH-E,In Stock,2025-10-21
INV001590,MED002160,SUP0010,BAT208205,2024-04-26,2025-11-17,887,126.95,162.81,36,Frozen (-20Â°C),WH-A,In Stock,2024-08-24
INV001591,MED015880,SUP0071,BAT562716,2024-04-23,2025-11-14,218,62.63,78.37,119,Frozen (-20Â°C),WH-D,In Stock,2024-07-01
INV001593,MED087578,SUP0031,BAT146316,2026-03-21,2029-01-04,545,396.09,530.43,67,Room Temperature,WH-D,In Stock,2026-06-14
INV001594,MED132120,SUP0028,BAT934375,2025-11-10,2027-09-01,89,351.81,487.24,153,Refrigerated (2â€“8Â°C),WH-A,Low Stock,2025-12-20
INV001595,MED068311,SUP0045,BAT474236,2026-02-01,2028-06-20,24,588.52,773.52,49,Frozen (-20Â°C),WH-C,Low Stock,2026-03-30
INV001596,MED032449,SUP0023,BAT962258,2024-06-06,2025-12-28,749,121.53,150.92,70,Room Temperature,WH-C,In Stock,2024-07-02
INV001597,MED075147,SUP0008,BAT793802,2026-01-26,2027-08-19,134,75.14,103.88,33,Room Temperature,WH-C,In Stock,2026-07-18
INV001598,MED102025,SUP0039,BAT975295,2025-12-21,2027-04-15,852,286.87,344.68,65,Refrigerated (2â€“8Â°C),WH-A,In Stock,2026-01-21
INV001599,MED087069,SUP0023,BAT817686,2025-11-27,2027-02-20,768,131.01,161.24,65,Room Temperature,WH-D,In Stock,2026-01-02
INV001600,MED037382,SUP0022,BAT379068,2026-06-20,2029-04-05,902,320.87,442.86,198,Frozen (-20Â°C),WH-E,In Stock,2026-07-20
INV001601,MED053065,SUP0058,BAT265042,2026-07-16,2029-04-01,209,257.81,340.87,139,Refrigerated (2â€“8Â°C),WH-C,In Stock,2026-07-20
INV001602,MED051173,SUP0034,BAT735732,2024-10-01,2027-08-17,194,180.84,244.95,128,Refrigerated (2â€“8Â°C),WH-A,In Stock,2024-10-21
INV001603,MED093601,SUP0015,BAT935297,2024-04-05,2025-04-30,740,569.99,696.89,161,Refrigerated (2â€“8Â°C),WH-D,In Stock,2024-06-17
INV001604,MED105037,SUP0075,BAT847056,2024-04-22,2025-05-17,180,526.1,715.38,162,Room Temperature,WH-A,In Stock,2024-09-16
INV001605,MED081558,SUP0070,BAT177775,2024-11-26,2027-04-15,84,317.42,386.84,111,Refrigerated (2â€“8Â°C),WH-C,Low Stock,2025-05-01
INV001606,MED089179,SUP0018,BAT968336,2024-07-20,2025-08-14,502,88.13,119.68,77,Frozen (-20Â°C),WH-A,In Stock,2024-11-21
INV001607,MED082819,SUP0019,BAT755192,2026-01-11,2027-03-07,734,330.3,445.1,187,Refrigerated (2â€“8Â°C),WH-D,In Stock,2026-05-14
INV001608,MED026432,SUP0036,BAT988380,2025-06-11,2026-06-06,781,469.13,635.7,27,Frozen (-20Â°C),WH-A,In Stock,2025-07-04
INV001609,MED131126,SUP0004,BAT187696,2025-05-11,2026-10-03,591,54.17,67.07,45,Room Temperature,WH-D,In Stock,2025-11-05
INV001610,MED127221,SUP0069,BAT779002,2025-08-19,2026-09-13,755,20.38,25.07,179,Refrigerated (2â€“8Â°C),WH-C,In Stock,2026-02-11
INV001611,MED061844,SUP0015,BAT933292,2026-05-18,2029-01-02,760,160.18,194.94,99,Room Temperature,WH-E,In Stock,2026-07-20
INV001612,MED107620,SUP0074,BAT666245,2026-03-23,2027-12-13,527,94.59,129.1,44,Refrigerated (2â€“8Â°C),WH-E,In Stock,2026-07-20
INV001613,MED101300,SUP0006,BAT429372,2025-09-05,2027-11-24,519,283.05,342.16,136,Room Temperature,WH-A,In Stock,2025-09-30
INV001614,MED106814,SUP0034,BAT357543,2025-09-01,2027-07-23,334,220.07,286.79,47,Frozen (-20Â°C),WH-B,In Stock,2026-02-25
INV001615,MED065414,SUP0049,BAT690349,2024-03-28,2025-10-19,152,309.45,432.65,93,Refrigerated (2â€“8Â°C),WH-A,In Stock,2024-07-26
INV001616,MED060133,SUP0040,BAT961487,2024-07-03,2026-12-20,747,333.76,403.14,35,Refrigerated (2â€“8Â°C),WH-A,In Stock,2024-10-22
INV001617,MED065618,SUP0027,BAT352067,2025-11-07,2028-05-25,569,372.76,505.95,142,Room Temperature,WH-E,In Stock,2026-04-28
INV001618,MED124715,SUP0068,BAT293741,2024-04-03,2025-05-28,264,557.24,765.12,37,Refrigerated (2â€“8Â°C),WH-E,In Stock,2024-05-03
INV001619,MED021018,SUP0072,BAT655000,2023-07-31,2025-03-22,750,577.48,767.33,91,Frozen (-20Â°C),WH-D,In Stock,2024-01-22
INV001620,MED080237,SUP0032,BAT640712,2024-08-21,2026-08-11,527,43.18,54.13,190,Room Temperature,WH-A,In Stock,2024-10-23
INV001621,MED023290,SUP0052,BAT749146,2025-03-16,2028-01-30,522,388.89,518.54,171,Refrigerated (2â€“8Â°C),WH-D,In Stock,2025-05-13
INV001622,MED048690,SUP0021,BAT121715,2024-11-29,2026-12-19,361,261.38,319.1,160,Refrigerated (2â€“8Â°C),WH-A,In Stock,2025-01-16
INV001623,MED075314,SUP0006,BAT961968,2025-09-27,2027-06-19,397,216.03,291.65,65,Refrigerated (2â€“8Â°C),WH-A,In Stock,2026-03-22
INV001624,MED029328,SUP0052,BAT926968,2024-11-01,2027-09-17,342,411.49,517.97,164,Frozen (-20Â°C),WH-A,In Stock,2025-02-18
INV001625,MED107689,SUP0011,BAT592654,2025-08-31,2027-05-23,811,518.54,675.45,96,Frozen (-20Â°C),WH-E,In Stock,2025-12-29
INV001626,MED005118,SUP0029,BAT866278,2024-02-29,2026-01-19,568,313.65,428.47,153,Refrigerated (2â€“8Â°C),WH-C,In Stock,2024-05-15
INV001627,MED117520,SUP0018,BAT588303,2023-11-24,2026-08-10,36,413.66,501.15,99,Refrigerated (2â€“8Â°C),WH-B,Low Stock,2024-03-05
INV001628,MED034039,SUP0028,BAT319086,2025-07-17,2027-01-08,261,192.47,258.25,175,Refrigerated (2â€“8Â°C),WH-B,In Stock,2025-12-13
INV001629,MED130743,SUP0019,BAT945097,2024-02-15,2025-04-10,726,275.57,356.39,178,Room Temperature,WH-E,In Stock,2024-03-25
INV001630,MED008658,SUP0026,BAT352807,2024-01-24,2026-09-10,498,85.15,113.15,80,Room Temperature,WH-A,In Stock,2024-03-29
INV001631,MED065607,SUP0005,BAT858498,2023-12-25,2025-02-17,779,300.52,418.43,154,Refrigerated (2â€“8Â°C),WH-A,In Stock,2024-06-13
INV001632,MED075281,SUP0065,BAT526977,2026-06-29,2027-06-24,923,129.18,155.7,72,Room Temperature,WH-E,In Stock,2026-07-16
INV001633,MED018576,SUP0043,BAT916455,2025-11-16,2027-02-09,125,316.7,380.87,177,Frozen (-20Â°C),WH-D,Low Stock,2026-04-20
INV001634,MED053571,SUP0061,BAT767768,2026-05-04,2027-12-25,840,76.22,102.51,177,Refrigerated (2â€“8Â°C),WH-A,In Stock,2026-07-20
INV001635,MED101222,SUP0028,BAT510791,2025-08-12,2028-02-28,132,50.37,66.53,39,Room Temperature,WH-E,In Stock,2025-11-23
INV001636,MED103655,SUP0074,BAT400769,2024-02-28,2026-07-17,228,241.22,312.49,84,Room Temperature,WH-E,In Stock,2024-05-27
INV001637,MED022997,SUP0053,BAT304163,2024-07-04,2027-05-20,962,365.91,476.11,80,Room Temperature,WH-B,In Stock,2024-08-28
INV001638,MED073889,SUP0036,BAT451473,2025-06-11,2027-07-01,93,560.6,750.69,90,Frozen (-20Â°C),WH-C,In Stock,2025-07-15
INV001639,MED021777,SUP0067,BAT662146,2025-11-01,2028-09-16,838,380.13,515.31,118,Refrigerated (2â€“8Â°C),WH-B,In Stock,2025-11-26
INV001640,MED079431,SUP0051,BAT549492,2025-12-28,2028-11-12,527,74.33,91.11,49,Room Temperature,WH-A,In Stock,2026-01-23
INV001641,MED032500,SUP0008,BAT645528,2024-09-09,2026-07-31,406,57.59,79.14,180,Room Temperature,WH-D,In Stock,2025-01-01
INV001642,MED025023,SUP0059,BAT176209,2025-05-07,2028-03-22,97,461.72,577.52,69,Refrigerated (2â€“8Â°C),WH-C,In Stock,2025-07-15
INV001643,MED009148,SUP0056,BAT633804,2024-07-30,2026-08-19,111,377.7,489.9,149,Frozen (-20Â°C),WH-B,Low Stock,2025-01-07
INV001644,MED101238,SUP0027,BAT649969,2025-01-11,2026-10-03,118,185.88,243.67,86,Frozen (-20Â°C),WH-D,In Stock,2025-02-05
INV001645,MED124956,SUP0025,BAT459251,2025-03-23,2026-10-14,876,548.07,738.43,195,Frozen (-20Â°C),WH-B,In Stock,2025-08-07
INV001646,MED065716,SUP0006,BAT322256,2024-11-10,2027-06-28,626,36.77,49.03,56,Refrigerated (2â€“8Â°C),WH-A,In Stock,2025-02-28
INV001647,MED096834,SUP0007,BAT632046,2025-08-13,2028-01-30,723,482.96,607.15,41,Room Temperature,WH-A,In Stock,2026-01-23
INV001648,MED116074,SUP0058,BAT367642,2024-06-24,2026-06-14,721,376.15,498.47,171,Frozen (-20Â°C),WH-E,In Stock,2024-12-09
INV001649,MED130923,SUP0049,BAT918433,2025-03-19,2027-08-06,618,448.88,599.34,178,Refrigerated (2â€“8Â°C),WH-A,In Stock,2025-09-14
INV001650,MED083387,SUP0038,BAT252233,2025-08-08,2028-01-25,646,152.68,193.3,170,Room Temperature,WH-C,In Stock,2025-11-29
INV001651,MED004956,SUP0065,BAT424632,2024-08-22,2026-01-14,110,504.32,686.59,72,Room Temperature,WH-C,In Stock,2024-10-24
INV001652,MED124993,SUP0019,BAT913976,2025-12-17,2027-12-07,572,247.65,331.84,39,Frozen (-20Â°C),WH-D,In Stock,2026-05-25
INV001653,MED025155,SUP0051,BAT771339,2024-03-18,2026-05-07,985,386.95,477.8,32,Room Temperature,WH-C,In Stock,2024-07-17
INV001654,MED090872,SUP0030,BAT645252,2024-10-14,2026-08-05,928,391.86,540.65,117,Frozen (-20Â°C),WH-B,In Stock,2025-04-01
INV001655,MED106182,SUP0072,BAT893784,2023-08-25,2025-05-16,914,576.21,793.7,113,Room Temperature,WH-B,In Stock,2023-09-09
INV001656,MED111225,SUP0073,BAT739638,2025-12-26,2027-10-17,553,246.71,333.71,62,Frozen (-20Â°C),WH-B,In Stock,2026-01-17
INV001657,MED069242,SUP0035,BAT198039,2025-09-11,2028-02-28,351,380.06,526.27,129,Room Temperature,WH-A,In Stock,2025-12-31
INV001658,MED090890,SUP0062,BAT948027,2025-12-09,2027-03-04,783,485.3,612.81,73,Refrigerated (2â€“8Â°C),WH-A,In Stock,2026-01-30
INV001659,MED040410,SUP0025,BAT914972,2025-01-17,2027-01-07,152,354.63,480.39,86,Frozen (-20Â°C),WH-C,In Stock,2025-06-19
INV001660,MED101880,SUP0006,BAT996151,2023-09-19,2025-02-10,768,5.58,7.44,82,Frozen (-20Â°C),WH-D,In Stock,2024-02-03
INV001661,MED096133,SUP0051,BAT508196,2023-11-26,2024-12-20,849,304.82,370.36,124,Frozen (-20Â°C),WH-B,In Stock,2024-01-09
INV001662,MED131752,SUP0043,BAT963565,2023-09-11,2024-10-05,376,38.31,50.94,160,Room Temperature,WH-C,In Stock,2023-10-12
INV001663,MED102388,SUP0010,BAT999507,2025-05-09,2026-06-03,408,518.42,676.21,70,Frozen (-20Â°C),WH-D,In Stock,2025-09-17
INV001664,MED104025,SUP0053,BAT757433,2024-05-10,2025-06-04,208,171.48,206.35,188,Refrigerated (2â€“8Â°C),WH-D,In Stock,2024-08-27
INV001665,MED071379,SUP0037,BAT509718,2024-06-17,2025-07-12,905,436.98,591.06,60,Refrigerated (2â€“8Â°C),WH-B,In Stock,2024-10-24
INV001666,MED095589,SUP0018,BAT461287,2023-08-29,2026-01-15,762,436.37,595.73,150,Refrigerated (2â€“8Â°C),WH-A,In Stock,2023-10-06
INV001667,MED025951,SUP0073,BAT833248,2023-12-04,2026-11-18,19,562.26,750.58,126,Refrigerated (2â€“8Â°C),WH-A,Low Stock,2024-02-24
INV001668,MED032806,SUP0026,BAT312511,2026-02-04,2027-08-28,953,572.74,723.28,58,Frozen (-20Â°C),WH-B,In Stock,2026-03-13
INV001670,MED012718,SUP0021,BAT100487,2025-09-05,2026-11-29,762,146.59,190.96,133,Frozen (-20Â°C),WH-C,In Stock,2025-11-15
INV001671,MED022083,SUP0060,BAT619829,2025-06-26,2027-06-16,185,271.26,373.87,80,Frozen (-20Â°C),WH-C,In Stock,2025-08-11
INV001672,MED049948,SUP0034,BAT721338,2023-10-29,2026-09-13,883,197.2,242.2,173,Refrigerated (2â€“8Â°C),WH-C,In Stock,2023-12-26
INV001673,MED081801,SUP0006,BAT957170,2024-01-30,2026-02-18,279,145.72,180.84,38,Refrigerated (2â€“8Â°C),WH-A,In Stock,2024-04-24
INV001674,MED064471,SUP0061,BAT660130,2024-02-27,2025-06-21,754,402.03,496.13,152,Room Temperature,WH-A,In Stock,2024-07-09
INV001675,MED001842,SUP0021,BAT770105,2024-01-25,2026-04-14,549,65.89,81.62,71,Frozen (-20Â°C),WH-D,In Stock,2024-07-08
INV001676,MED027354,SUP0074,BAT672653,2025-06-16,2028-05-01,799,365.86,456.14,200,Refrigerated (2â€“8Â°C),WH-B,In Stock,2025-11-03
INV001677,MED132938,SUP0070,BAT354834,2024-03-12,2026-06-30,552,597.57,765.9,199,Refrigerated (2â€“8Â°C),WH-B,In Stock,2024-05-11
INV001678,MED092415,SUP0058,BAT874672,2023-09-05,2025-11-23,544,260.07,347.49,187,Room Temperature,WH-D,In Stock,2024-02-17
INV001679,MED077472,SUP0008,BAT522218,2026-05-02,2027-11-23,518,516.76,621.71,62,Room Temperature,WH-D,In Stock,2026-07-20
INV001680,MED088067,SUP0019,BAT188450,2024-07-05,2025-11-27,641,200.09,246.48,114,Refrigerated (2â€“8Â°C),WH-C,In Stock,2024-09-15
INV001681,MED001950,SUP0043,BAT665260,2026-01-22,2027-04-17,402,94.45,114.72,170,Frozen (-20Â°C),WH-B,In Stock,2026-04-14
INV001682,MED011952,SUP0074,BAT245483,2025-05-21,2027-11-07,992,454.2,631.78,141,Frozen (-20Â°C),WH-E,In Stock,2025-09-14
INV001683,MED087231,SUP0035,BAT346645,2025-12-17,2028-07-04,554,471.09,647.1,98,Room Temperature,WH-B,In Stock,2026-06-05
INV001684,MED007250,SUP0043,BAT937167,2023-09-28,2026-04-15,675,262.72,353.05,163,Frozen (-20Â°C),WH-C,In Stock,2023-12-10
INV001685,MED081415,SUP0038,BAT779865,2024-04-12,2026-01-02,338,309.76,410.71,181,Frozen (-20Â°C),WH-A,In Stock,2024-09-29
INV001686,MED046826,SUP0045,BAT573813,2026-05-25,2028-07-13,708,267.64,340.27,192,Room Temperature,WH-B,In Stock,2026-06-18
INV001687,MED088513,SUP0052,BAT569320,2025-09-27,2027-12-16,546,116.12,161.03,193,Refrigerated (2â€“8Â°C),WH-C,In Stock,2025-12-01
INV001688,MED062028,SUP0010,BAT743851,2023-11-28,2026-10-13,679,299.46,391.23,143,Refrigerated (2â€“8Â°C),WH-E,In Stock,2024-05-21
INV001689,MED024487,SUP0074,BAT557666,2026-05-21,2028-08-08,848,195.47,257.11,58,Refrigerated (2â€“8Â°C),WH-A,In Stock,2026-07-14
INV001690,MED128585,SUP0069,BAT433713,2026-06-28,2027-06-23,656,410.99,558.32,72,Refrigerated (2â€“8Â°C),WH-A,In Stock,2026-07-20
INV001691,MED111272,SUP0035,BAT131350,2025-07-28,2028-07-12,385,202.47,261.45,183,Room Temperature,WH-A,In Stock,2025-11-19
INV001692,MED108260,SUP0016,BAT276076,2025-02-12,2027-07-02,795,512.23,642.16,112,Room Temperature,WH-E,In Stock,2025-04-13
INV001693,MED063712,SUP0059,BAT722429,2025-10-05,2027-03-29,358,180.03,239.02,181,Frozen (-20Â°C),WH-B,In Stock,2025-11-24
INV001694,MED109665,SUP0069,BAT875275,2025-01-22,2027-01-12,880,329.98,455.47,74,Frozen (-20Â°C),WH-A,In Stock,2025-04-03
INV001695,MED054406,SUP0052,BAT272408,2025-01-04,2026-02-28,191,458.09,615.89,161,Refrigerated (2â€“8Â°C),WH-B,In Stock,2025-04-12
INV001696,MED054827,SUP0050,BAT275824,2024-07-06,2026-06-26,205,209.28,276.58,81,Frozen (-20Â°C),WH-C,In Stock,2024-12-18
INV001697,MED015829,SUP0029,BAT628986,2024-02-23,2026-07-12,368,20.27,26.94,118,Frozen (-20Â°C),WH-C,In Stock,2024-06-17
INV001698,MED062802,SUP0072,BAT440133,2023-08-22,2026-03-09,767,464.94,584.64,149,Refrigerated (2â€“8Â°C),WH-B,In Stock,2023-11-27
INV001699,MED001001,SUP0025,BAT421513,2024-03-22,2026-12-07,843,49.33,67.41,172,Refrigerated (2â€“8Â°C),WH-E,In Stock,2024-08-15
INV001700,MED078336,SUP0022,BAT149167,2024-08-31,2026-12-19,592,165.13,199.4,85,Refrigerated (2â€“8Â°C),WH-B,In Stock,2024-12-09
INV001701,MED063903,SUP0040,BAT192492,2025-05-17,2027-02-06,109,497.42,617.03,108,Room Temperature,WH-B,In Stock,2025-09-25
INV001702,MED060120,SUP0028,BAT957251,2025-11-26,2028-02-14,98,480.29,619.32,85,Refrigerated (2â€“8Â°C),WH-A,In Stock,2026-04-24
INV001703,MED002110,SUP0035,BAT987729,2024-05-22,2027-03-08,815,173.67,235.14,52,Room Temperature,WH-A,In Stock,2024-11-17
INV001704,MED124416,SUP0046,BAT285938,2026-02-10,2028-01-31,535,419.17,546.91,56,Frozen (-20Â°C),WH-A,In Stock,2026-07-20
INV001705,MED096752,SUP0017,BAT894573,2026-03-25,2027-03-20,369,144.83,188.69,58,Frozen (-20Â°C),WH-C,In Stock,2026-06-17
INV001706,MED065020,SUP0021,BAT243497,2025-05-28,2027-10-15,426,573.55,787.37,39,Frozen (-20Â°C),WH-E,In Stock,2025-09-29
INV001707,MED066781,SUP0058,BAT665093,2026-01-11,2027-09-03,883,87.24,117.01,67,Frozen (-20Â°C),WH-C,In Stock,2026-04-12
INV001708,MED119650,SUP0036,BAT667646,2025-06-15,2028-04-30,427,478.98,605.17,118,Frozen (-20Â°C),WH-E,In Stock,2025-11-27
INV001709,MED047420,SUP0023,BAT626417,2024-04-09,2025-12-30,923,580.74,791.25,55,Refrigerated (2â€“8Â°C),WH-C,In Stock,2024-09-28
