Inventory_ID,Medicine_ID,Supplier_ID,Batch_Number,Manufacturing_Date,Expiry_Date,Quantity_In_Stock,Unit_Cost,Selling_Price,Reorder_Level,Storage_Temperature,Warehouse_Location,Stock_Status,Last_Restock_Date
INV002729,MED000158,SUP0055,BAT617736,2025-07-02,2026-12-24,117,136.97,191.31,124,Room Temperature,WH-D,Low Stock,2025-08-29
INV003685,MED000158,SUP0071,BAT479390,2023-10-12,2025-10-31,174,496.99,642.85,177,Frozen (-20°C),WH-B,Low Stock,2024-03-30
INV004006,MED000158,SUP0041,BAT255920,2025-12-20,2028-12-04,254,488.38,598.51,63,Frozen (-20°C),WH-C,In Stock,2026-03-30
INV001036,MED000159,SUP0064,BAT985652,2025-07-30,2027-01-21,103,478.29,613.53,150,Refrigerated (2–8°C),WH-A,Low Stock,2025-11-22
INV001935,MED000159,SUP0011,BAT840720,2025-08-08,2028-04-24,511,21.65,30.22,128,Refrigerated (2–8°C),WH-C,In Stock,2026-01-05
INV003763,MED000159,SUP0067,BAT394662,2023-12-20,2025-01-13,28,196.8,248.74,139,Frozen (-20°C),WH-C,Low Stock,2024-03-31
INV000506,MED000160,SUP0028,BAT644719,2024-02-04,2025-04-29,544,117.73,153.67,123,Room Temperature,WH-E,In Stock,2024-04-18
INV000782,MED000160,SUP0048,BAT809699,2026-07-02,2028-06-21,572,468.4,643.77,157,Frozen (-20°C),WH-D,In Stock,2026-07-20
INV001455,MED000160,SUP0014,BAT100283,2023-09-22,2026-04-09,877,568.34,787.74,27,Refrigerated (2–8°C),WH-D,In Stock,2023-10-19
INV000677,MED000161,SUP0055,BAT824375,2024-03-05,2025-04-29,793,455.61,550.61,148,Room Temperature,WH-A,In Stock,2024-03-24
INV001686,MED000161,SUP0021,BAT100487,2025-09-05,2026-11-29,768,146.59,190.96,133,Frozen (-20°C),WH-C,In Stock,2025-11-15
INV001986,MED000161,SUP0041,BAT743911,2025-03-05,2027-06-23,870,505.1,683.24,168,Frozen (-20°C),WH-D,In Stock,2025-08-25
INV002009,MED000161,SUP0023,BAT342043,2024-12-31,2027-03-21,240,133.99,180.0,32,Room Temperature,WH-A,In Stock,2025-02-27
INV004947,MED000161,SUP0035,BAT381993,2024-02-13,2025-06-07,555,41.44,57.28,139,Room Temperature,WH-E,In Stock,2024-07-21
INV004419,MED000162,SUP0041,BAT368464,2025-01-08,2027-12-24,998,305.61,380.02,166,Refrigerated (2–8°C),WH-D,In Stock,2025-05-29
INV004403,MED000163,SUP0011,BAT531226,2023-08-20,2025-01-11,382,526.94,652.59,171,Frozen (-20°C),WH-E,In Stock,2024-01-12
INV004816,MED000163,SUP0006,BAT867281,2023-12-09,2026-10-24,111,180.12,246.38,59,Refrigerated (2–8°C),WH-E,In Stock,2024-01-02
INV000452,MED000164,SUP0005,BAT859687,2025-09-15,2027-09-05,671,175.45,244.35,158,Room Temperature,WH-B,In Stock,2026-03-06
INV001773,MED000164,SUP0007,BAT952489,2025-03-01,2027-01-20,976,297.76,369.19,95,Refrigerated (2–8°C),WH-B,In Stock,2025-07-29
INV001975,MED000164,SUP0024,BAT238256,2026-01-02,2028-08-19,691,278.93,353.63,32,Frozen (-20°C),WH-E,In Stock,2026-04-26
INV002100,MED000164,SUP0036,BAT452908,2023-08-13,2024-08-07,672,380.01,468.7,171,Room Temperature,WH-D,In Stock,2024-02-02
INV003640,MED000164,SUP0045,BAT225507,2023-10-13,2024-10-07,388,296.38,400.5,25,Room Temperature,WH-C,In Stock,2023-12-02
INV003936,MED000164,SUP0005,BAT501237,2025-11-16,2028-10-01,757,475.28,587.7,193,Refrigerated (2–8°C),WH-A,In Stock,2025-12-12
INV000490,MED000165,SUP0019,BAT158760,2025-01-16,2028-01-01,73,284.74,352.63,164,Refrigerated (2–8°C),WH-D,Low Stock,2025-05-11
INV003288,MED000165,SUP0048,BAT123967,2024-11-19,2026-04-13,608,227.61,299.61,155,Frozen (-20°C),WH-D,In Stock,2024-12-28
INV004528,MED000165,SUP0004,BAT968645,2024-10-28,2026-10-18,232,295.29,398.76,97,Room Temperature,WH-C,In Stock,2025-02-06
INV001626,MED000167,SUP0011,BAT821374,2024-08-13,2026-11-01,449,390.29,472.82,162,Frozen (-20°C),WH-E,In Stock,2024-09-22
INV000339,MED000168,SUP0061,BAT984756,2024-03-13,2025-12-03,482,537.45,673.43,150,Frozen (-20°C),WH-E,In Stock,2024-07-07
INV003676,MED000169,SUP0021,BAT242976,2024-09-12,2027-06-29,590,501.53,654.41,174,Room Temperature,WH-A,In Stock,2024-11-22
INV000240,MED000170,SUP0064,BAT986392,2025-12-25,2028-08-11,579,537.4,743.67,49,Room Temperature,WH-B,In Stock,2026-04-03
INV000928,MED000171,SUP0033,BAT809388,2025-12-08,2028-09-23,548,46.98,63.26,77,Frozen (-20°C),WH-B,In Stock,2026-01-28
INV003044,MED000171,SUP0042,BAT544735,2023-12-19,2026-01-07,866,278.51,365.51,174,Refrigerated (2–8°C),WH-E,In Stock,2024-01-21
INV003139,MED000171,SUP0052,BAT930265,2023-08-26,2024-10-19,618,586.38,768.9,46,Refrigerated (2–8°C),WH-E,In Stock,2024-02-04
INV003380,MED000171,SUP0053,BAT861907,2025-06-12,2027-11-29,947,444.18,605.89,117,Frozen (-20°C),WH-C,In Stock,2025-09-24
INV004313,MED000171,SUP0009,BAT970370,2023-09-22,2024-10-16,347,54.33,68.63,38,Room Temperature,WH-A,In Stock,2023-12-23
INV004673,MED000171,SUP0003,BAT958091,2024-10-08,2027-08-24,541,326.26,447.18,97,Refrigerated (2–8°C),WH-B,In Stock,2025-02-23
INV000056,MED000172,SUP0055,BAT242291,2026-02-20,2027-07-15,266,199.77,257.89,122,Refrigerated (2–8°C),WH-D,In Stock,2026-03-19
INV001382,MED000172,SUP0009,BAT353495,2025-12-29,2028-07-16,448,268.0,362.83,61,Frozen (-20°C),WH-E,In Stock,2026-04-17
INV002682,MED000172,SUP0056,BAT352181,2023-08-31,2025-03-23,612,570.14,733.86,111,Refrigerated (2–8°C),WH-A,In Stock,2024-02-20
INV003762,MED000172,SUP0062,BAT819081,2025-06-12,2026-12-04,877,173.33,231.35,30,Refrigerated (2–8°C),WH-B,In Stock,2025-12-08
INV004469,MED000172,SUP0047,BAT167633,2026-06-19,2028-07-08,458,355.74,470.21,113,Room Temperature,WH-B,In Stock,2026-07-20
INV004360,MED000173,SUP0040,BAT875146,2025-04-26,2028-02-10,998,226.84,291.29,96,Room Temperature,WH-C,In Stock,2025-10-10
INV004910,MED000173,SUP0057,BAT196551,2023-07-24,2025-09-11,445,285.93,367.56,141,Frozen (-20°C),WH-E,In Stock,2023-08-14
INV003680,MED000174,SUP0013,BAT521390,2025-04-16,2027-03-07,668,297.47,403.78,127,Frozen (-20°C),WH-D,In Stock,2025-08-21
INV004580,MED000174,SUP0036,BAT837939,2023-12-26,2025-04-19,908,156.92,202.04,25,Room Temperature,WH-A,In Stock,2024-06-01
INV004607,MED000174,SUP0026,BAT388020,2025-05-13,2027-03-04,621,359.96,498.16,181,Refrigerated (2–8°C),WH-B,In Stock,2025-09-17
INV004641,MED000174,SUP0032,BAT920165,2026-05-23,2028-02-12,814,508.85,635.54,110,Refrigerated (2–8°C),WH-A,In Stock,2026-07-20
INV004883,MED000174,SUP0046,BAT901616,2024-01-27,2026-02-15,153,193.01,247.66,182,Room Temperature,WH-C,Low Stock,2024-04-08
INV001628,MED000175,SUP0070,BAT952246,2024-05-18,2026-12-04,552,175.87,229.41,147,Room Temperature,WH-B,In Stock,2024-10-27
INV003194,MED000175,SUP0017,BAT853308,2023-10-25,2025-05-17,589,22.22,27.19,155,Frozen (-20°C),WH-E,In Stock,2024-01-10
INV004901,MED000175,SUP0044,BAT526389,2024-03-28,2026-03-18,66,130.92,181.52,150,Room Temperature,WH-B,Low Stock,2024-05-22
INV001011,MED000176,SUP0024,BAT867324,2024-02-27,2026-02-16,204,200.59,253.44,127,Frozen (-20°C),WH-D,In Stock,2024-07-01
INV000305,MED000177,SUP0071,BAT578933,2023-08-06,2025-06-26,298,471.78,635.92,169,Room Temperature,WH-D,In Stock,2023-10-11
INV000573,MED000177,SUP0055,BAT510954,2024-07-21,2027-05-07,912,379.54,507.83,176,Refrigerated (2–8°C),WH-E,In Stock,2025-01-04
INV000208,MED000178,SUP0052,BAT801765,2024-02-01,2025-06-25,488,561.82,674.95,107,Refrigerated (2–8°C),WH-B,In Stock,2024-03-22
INV000248,MED000179,SUP0024,BAT551914,2026-01-25,2028-06-13,524,66.46,80.94,129,Frozen (-20°C),WH-A,In Stock,2026-07-01
INV003811,MED000179,SUP0008,BAT192906,2026-05-10,2028-01-30,398,399.65,509.93,67,Frozen (-20°C),WH-C,In Stock,2026-06-27
INV000415,MED000180,SUP0010,BAT156904,2024-07-19,2026-03-11,72,493.86,682.61,172,Refrigerated (2–8°C),WH-D,Low Stock,2024-12-23
INV000555,MED000180,SUP0062,BAT859246,2025-02-28,2027-03-20,868,159.5,209.75,106,Frozen (-20°C),WH-C,In Stock,2025-08-17
INV004353,MED000180,SUP0066,BAT125703,2025-07-24,2028-06-08,841,65.59,79.0,99,Frozen (-20°C),WH-A,In Stock,2025-08-31
INV000528,MED000181,SUP0024,BAT308535,2026-05-11,2028-06-29,948,28.65,39.66,30,Refrigerated (2–8°C),WH-C,In Stock,2026-07-20
INV002808,MED000181,SUP0026,BAT361576,2024-01-08,2025-10-29,364,121.49,147.1,117,Room Temperature,WH-C,In Stock,2024-07-05
INV004063,MED000181,SUP0034,BAT738995,2024-09-12,2027-05-30,686,68.85,90.51,85,Room Temperature,WH-D,In Stock,2025-01-08
INV001463,MED000182,SUP0048,BAT578420,2026-03-14,2028-07-31,382,541.58,728.55,193,Frozen (-20°C),WH-B,In Stock,2026-05-09
INV001006,MED000183,SUP0010,BAT287890,2026-02-18,2027-10-11,262,391.92,481.31,138,Room Temperature,WH-E,In Stock,2026-07-04
INV002102,MED000184,SUP0041,BAT880679,2026-05-19,2028-10-05,772,576.9,693.65,143,Frozen (-20°C),WH-C,In Stock,2026-06-08
INV002637,MED000184,SUP0008,BAT159626,2023-10-06,2026-03-24,538,355.24,430.97,177,Refrigerated (2–8°C),WH-E,In Stock,2023-11-03
INV000518,MED000185,SUP0029,BAT552917,2025-03-05,2027-02-23,135,54.11,71.12,111,Room Temperature,WH-E,In Stock,2025-04-26
INV003858,MED000186,SUP0074,BAT965594,2026-05-14,2028-06-02,477,392.69,536.95,199,Refrigerated (2–8°C),WH-C,In Stock,2026-07-20
INV004334,MED000186,SUP0023,BAT803775,2024-06-23,2026-04-14,816,41.19,51.21,58,Room Temperature,WH-A,In Stock,2024-10-19
INV004665,MED000186,SUP0043,BAT266029,2023-10-24,2024-11-17,302,485.37,619.64,42,Refrigerated (2–8°C),WH-C,In Stock,2024-03-13
INV001369,MED000187,SUP0042,BAT652953,2026-07-14,2028-10-31,775,387.7,487.15,164,Room Temperature,WH-D,In Stock,2026-07-20
INV000866,MED000188,SUP0003,BAT542166,2023-09-16,2024-09-10,840,409.58,496.67,74,Room Temperature,WH-B,In Stock,2023-12-26
INV000878,MED000188,SUP0023,BAT721418,2024-09-11,2026-04-04,80,436.37,550.83,134,Frozen (-20°C),WH-B,Low Stock,2025-02-02
INV001703,MED000188,SUP0046,BAT287739,2024-11-13,2027-04-02,458,289.17,378.19,124,Frozen (-20°C),WH-B,In Stock,2025-03-10
INV003450,MED000188,SUP0004,BAT627163,2025-11-21,2028-11-05,300,52.28,63.66,76,Refrigerated (2–8°C),WH-D,In Stock,2025-12-19
INV004507,MED000189,SUP0011,BAT658956,2025-05-01,2027-11-17,24,135.09,185.26,131,Room Temperature,WH-D,Low Stock,2025-06-27
INV000004,MED000190,SUP0049,BAT201414,2025-07-25,2027-06-15,270,439.19,574.13,36,Refrigerated (2–8°C),WH-A,In Stock,2026-01-10
INV000227,MED000190,SUP0069,BAT859782,2024-08-14,2025-09-08,386,364.96,440.84,197,Room Temperature,WH-B,In Stock,2024-11-05
INV003474,MED000190,SUP0074,BAT653313,2025-07-01,2028-03-17,823,248.26,329.06,112,Room Temperature,WH-B,In Stock,2025-07-21
INV000122,MED000191,SUP0056,BAT201255,2025-08-22,2026-12-15,61,574.19,753.53,175,Frozen (-20°C),WH-A,Low Stock,2026-01-26
INV001032,MED000191,SUP0012,BAT126885,2026-01-01,2026-12-27,788,96.06,127.15,176,Frozen (-20°C),WH-A,In Stock,2026-06-25
INV003454,MED000191,SUP0014,BAT487369,2024-09-12,2026-02-04,165,174.6,210.67,128,Frozen (-20°C),WH-B,In Stock,2024-10-08
INV003461,MED000191,SUP0071,BAT597414,2026-01-14,2027-10-06,624,105.42,134.69,170,Refrigerated (2–8°C),WH-A,In Stock,2026-04-08
INV003965,MED000191,SUP0011,BAT366295,2026-04-17,2029-03-02,466,167.04,216.8,109,Frozen (-20°C),WH-D,In Stock,2026-07-18
INV000146,MED000192,SUP0055,BAT633188,2025-07-31,2026-07-26,316,570.95,724.16,71,Refrigerated (2–8°C),WH-B,In Stock,2025-11-15
INV004190,MED000192,SUP0009,BAT370593,2024-06-17,2027-05-03,118,179.19,243.91,65,Refrigerated (2–8°C),WH-C,In Stock,2024-09-07
INV002737,MED000193,SUP0041,BAT508537,2024-10-08,2027-09-23,617,10.16,13.76,87,Refrigerated (2–8°C),WH-E,In Stock,2024-11-05
INV001069,MED000194,SUP0024,BAT627685,2026-03-23,2029-02-05,873,106.29,142.03,86,Room Temperature,WH-B,In Stock,2026-06-24
INV001279,MED000194,SUP0057,BAT459065,2024-07-29,2026-01-20,781,131.86,171.46,84,Refrigerated (2–8°C),WH-E,In Stock,2024-09-09
INV002123,MED000194,SUP0030,BAT852311,2023-08-07,2026-02-22,637,565.54,718.13,53,Frozen (-20°C),WH-D,In Stock,2023-08-25
INV004696,MED000194,SUP0069,BAT614612,2025-03-06,2026-09-27,632,175.2,220.8,129,Frozen (-20°C),WH-B,In Stock,2025-03-26
INV001425,MED000195,SUP0003,BAT510299,2026-03-14,2027-07-07,345,17.9,22.88,75,Refrigerated (2–8°C),WH-E,In Stock,2026-06-06
INV002050,MED000195,SUP0006,BAT543014,2025-08-17,2028-02-03,6,539.82,705.89,187,Room Temperature,WH-C,Low Stock,2025-10-13
INV000628,MED000196,SUP0047,BAT898100,2026-05-25,2027-12-16,788,397.3,498.72,185,Room Temperature,WH-A,In Stock,2026-07-20
INV001181,MED000196,SUP0072,BAT277477,2024-09-18,2026-12-07,255,89.09,117.89,46,Refrigerated (2–8°C),WH-E,In Stock,2025-03-03
INV001509,MED000196,SUP0032,BAT986447,2025-10-30,2027-05-23,470,103.56,127.87,181,Room Temperature,WH-C,In Stock,2026-01-14
INV003480,MED000196,SUP0015,BAT940720,2025-03-05,2026-08-27,925,493.87,597.06,153,Room Temperature,WH-D,In Stock,2025-06-09
INV001360,MED000197,SUP0040,BAT472409,2024-07-18,2027-05-04,900,302.31,373.93,89,Refrigerated (2–8°C),WH-B,In Stock,2024-11-20
INV002488,MED000197,SUP0038,BAT926551,2024-05-30,2025-05-25,418,26.82,33.87,147,Refrigerated (2–8°C),WH-C,In Stock,2024-09-25
INV004466,MED000197,SUP0014,BAT600073,2026-03-02,2028-11-16,855,170.59,237.81,180,Refrigerated (2–8°C),WH-D,In Stock,2026-04-24
INV004997,MED000198,SUP0047,BAT225639,2026-03-01,2027-12-21,616,286.3,388.95,121,Frozen (-20°C),WH-D,In Stock,2026-04-16
INV001364,MED000199,SUP0020,BAT728850,2025-08-25,2028-02-11,912,425.29,585.17,137,Room Temperature,WH-E,In Stock,2025-10-24
INV003364,MED000199,SUP0016,BAT816728,2025-08-01,2027-02-22,838,532.86,723.14,87,Refrigerated (2–8°C),WH-B,In Stock,2025-10-13
INV000575,MED000200,SUP0059,BAT425469,2026-02-28,2028-05-18,970,90.51,124.83,82,Refrigerated (2–8°C),WH-C,In Stock,2026-05-13
INV000581,MED000200,SUP0057,BAT284731,2025-04-11,2027-04-01,612,412.88,544.7,52,Refrigerated (2–8°C),WH-C,In Stock,2025-05-13
INV001570,MED000200,SUP0037,BAT424526,2023-12-08,2025-01-31,894,512.55,615.4,56,Room Temperature,WH-A,In Stock,2024-01-31
INV001719,MED000200,SUP0031,BAT937606,2025-12-09,2028-01-28,46,576.08,721.92,29,Room Temperature,WH-A,In Stock,2026-03-15
INV003388,MED000200,SUP0050,BAT915097,2024-12-14,2027-02-02,18,504.35,704.15,104,Frozen (-20°C),WH-E,Low Stock,2025-06-02
INV000781,MED000201,SUP0019,BAT846209,2025-12-08,2027-12-28,94,257.81,316.08,40,Room Temperature,WH-D,In Stock,2026-01-12
INV001932,MED000201,SUP0053,BAT254684,2024-11-23,2027-10-09,929,396.52,521.1,46,Refrigerated (2–8°C),WH-C,In Stock,2025-02-25
INV002693,MED000201,SUP0071,BAT358144,2025-10-11,2028-03-29,805,268.38,358.52,107,Refrigerated (2–8°C),WH-D,In Stock,2025-11-14
INV002210,MED000202,SUP0044,BAT479878,2025-01-02,2026-04-27,874,32.14,42.88,188,Frozen (-20°C),WH-D,In Stock,2025-04-23
INV002984,MED000202,SUP0069,BAT722745,2024-09-17,2025-10-12,818,395.58,505.22,125,Room Temperature,WH-E,In Stock,2024-12-12
INV004388,MED000203,SUP0041,BAT911090,2025-01-03,2026-03-29,529,265.78,368.06,66,Room Temperature,WH-E,In Stock,2025-03-17
INV004610,MED000203,SUP0031,BAT518314,2026-04-10,2028-05-29,977,598.08,790.21,122,Frozen (-20°C),WH-B,In Stock,2026-07-20
INV001611,MED000205,SUP0012,BAT628168,2024-11-01,2027-04-20,0,419.35,581.61,134,Refrigerated (2–8°C),WH-E,Out of Stock,2025-01-26
INV004688,MED000205,SUP0034,BAT809207,2023-08-24,2026-03-11,729,579.92,774.64,190,Frozen (-20°C),WH-A,In Stock,2023-12-07
INV000202,MED000206,SUP0018,BAT105433,2024-06-08,2026-06-28,488,123.68,172.26,191,Refrigerated (2–8°C),WH-C,In Stock,2024-10-22
INV001778,MED000206,SUP0040,BAT446377,2023-09-10,2026-08-25,814,35.09,46.24,54,Frozen (-20°C),WH-D,In Stock,2023-10-12
INV004117,MED000206,SUP0001,BAT433920,2026-01-11,2028-03-31,362,179.73,222.1,28,Frozen (-20°C),WH-E,In Stock,2026-02-28
INV001109,MED000207,SUP0016,BAT622937,2024-11-04,2025-11-29,553,18.41,25.12,109,Refrigerated (2–8°C),WH-C,In Stock,2025-04-21
INV003533,MED000207,SUP0012,BAT440735,2026-05-08,2027-06-02,306,224.81,272.16,142,Room Temperature,WH-D,In Stock,2026-07-10
INV004944,MED000207,SUP0032,BAT844926,2025-09-19,2026-11-13,899,6.4,8.92,33,Frozen (-20°C),WH-C,In Stock,2026-02-07
INV002182,MED000208,SUP0064,BAT911713,2024-08-24,2027-01-11,82,92.32,115.38,160,Frozen (-20°C),WH-D,Low Stock,2025-01-26
INV003606,MED000208,SUP0060,BAT563796,2026-05-10,2028-10-26,146,245.35,322.57,91,Refrigerated (2–8°C),WH-D,In Stock,2026-07-20
INV000266,MED000209,SUP0069,BAT296041,2025-08-08,2027-05-30,468,161.1,221.11,54,Frozen (-20°C),WH-C,In Stock,2025-10-12
INV000315,MED000209,SUP0018,BAT227352,2023-08-14,2024-09-07,133,495.09,630.97,75,Frozen (-20°C),WH-A,In Stock,2023-10-24
INV001885,MED000209,SUP0030,BAT204574,2024-01-07,2025-04-01,797,565.14,688.88,154,Frozen (-20°C),WH-A,In Stock,2024-05-19
INV004520,MED000209,SUP0051,BAT248491,2025-08-31,2027-11-19,44,429.45,552.32,48,Room Temperature,WH-A,Low Stock,2025-12-16
INV000403,MED000210,SUP0072,BAT335203,2025-09-24,2027-04-17,803,417.3,504.68,98,Refrigerated (2–8°C),WH-D,In Stock,2026-02-16
INV001174,MED000210,SUP0065,BAT517267,2026-04-09,2027-05-04,289,19.43,25.77,102,Frozen (-20°C),WH-B,In Stock,2026-06-03
INV004906,MED000210,SUP0051,BAT983008,2026-01-13,2027-03-09,274,401.03,510.05,157,Frozen (-20°C),WH-B,In Stock,2026-07-10
INV002798,MED000212,SUP0003,BAT882556,2024-06-25,2027-05-11,801,291.11,362.47,154,Refrigerated (2–8°C),WH-A,In Stock,2024-09-05
INV002401,MED000214,SUP0067,BAT328158,2026-04-08,2029-02-21,858,426.3,583.36,163,Frozen (-20°C),WH-A,In Stock,2026-07-20
INV002707,MED000214,SUP0024,BAT327217,2026-02-14,2027-02-09,380,460.02,633.19,45,Frozen (-20°C),WH-A,In Stock,2026-07-14
INV003122,MED000214,SUP0059,BAT910820,2023-10-05,2025-10-24,961,19.14,25.73,143,Refrigerated (2–8°C),WH-A,In Stock,2024-04-01
INV004703,MED000214,SUP0032,BAT489615,2024-05-10,2026-12-26,304,160.03,206.58,108,Frozen (-20°C),WH-C,In Stock,2024-10-13
INV001060,MED000215,SUP0044,BAT318797,2026-07-05,2028-10-22,778,426.56,567.78,104,Frozen (-20°C),WH-A,In Stock,2026-07-20
INV000903,MED000217,SUP0056,BAT850534,2023-09-18,2025-02-09,924,460.95,573.46,123,Refrigerated (2–8°C),WH-D,In Stock,2023-12-25
INV001787,MED000217,SUP0012,BAT530694,2023-11-10,2025-04-03,645,378.52,461.42,194,Frozen (-20°C),WH-A,In Stock,2023-12-02
INV003234,MED000217,SUP0059,BAT449088,2025-06-26,2026-11-18,452,242.78,297.25,148,Refrigerated (2–8°C),WH-E,In Stock,2025-12-05
INV003938,MED000217,SUP0049,BAT960511,2024-04-20,2026-01-10,74,252.77,335.0,31,Frozen (-20°C),WH-E,In Stock,2024-07-15
INV004682,MED000217,SUP0001,BAT692096,2026-07-12,2027-10-05,425,584.63,808.29,134,Room Temperature,WH-A,In Stock,2026-07-20
INV003386,MED000218,SUP0043,BAT422907,2026-07-01,2027-06-26,289,450.88,578.27,71,Refrigerated (2–8°C),WH-D,In Stock,2026-07-20
INV001286,MED000219,SUP0010,BAT354948,2024-06-13,2026-04-04,964,284.57,396.76,176,Room Temperature,WH-D,In Stock,2024-10-28
INV002928,MED000219,SUP0015,BAT706766,2026-06-20,2027-06-15,170,213.29,269.22,117,Room Temperature,WH-E,In Stock,2026-07-20
INV003029,MED000219,SUP0074,BAT837656,2025-12-03,2026-12-28,284,19.06,26.39,182,Refrigerated (2–8°C),WH-C,In Stock,2025-12-27
INV000205,MED000220,SUP0043,BAT398384,2026-02-05,2028-09-22,536,534.11,655.27,151,Frozen (-20°C),WH-D,In Stock,2026-07-09
INV000394,MED000220,SUP0033,BAT740524,2024-08-25,2026-02-16,952,133.28,181.92,125,Room Temperature,WH-C,In Stock,2024-10-09
INV001510,MED000220,SUP0001,BAT350369,2025-04-12,2027-05-02,881,510.51,658.17,178,Room Temperature,WH-A,In Stock,2025-09-22
INV002687,MED000220,SUP0032,BAT367755,2024-04-17,2026-07-06,785,267.73,346.26,119,Frozen (-20°C),WH-E,In Stock,2024-08-02
INV000395,MED000221,SUP0054,BAT148759,2024-03-29,2027-03-14,468,355.64,462.63,193,Refrigerated (2–8°C),WH-A,In Stock,2024-08-06
INV001104,MED000221,SUP0058,BAT495972,2024-04-18,2026-12-04,569,121.45,157.67,76,Frozen (-20°C),WH-C,In Stock,2024-09-26
INV001439,MED000221,SUP0036,BAT578091,2025-02-05,2026-07-30,464,101.93,124.94,97,Room Temperature,WH-A,In Stock,2025-07-25
INV004425,MED000221,SUP0070,BAT806350,2024-10-22,2027-02-09,463,96.4,118.87,170,Room Temperature,WH-E,In Stock,2025-02-06
INV004647,MED000221,SUP0074,BAT472161,2023-10-26,2026-01-13,508,13.98,19.16,87,Frozen (-20°C),WH-B,In Stock,2024-04-01
INV002558,MED000222,SUP0042,BAT660544,2025-06-12,2027-04-03,288,557.26,711.53,174,Refrigerated (2–8°C),WH-E,In Stock,2025-10-22
INV003225,MED000222,SUP0041,BAT648316,2023-08-08,2024-08-02,507,168.24,203.52,41,Refrigerated (2–8°C),WH-B,In Stock,2024-01-18
INV000040,MED000223,SUP0056,BAT462479,2025-04-23,2027-05-13,523,234.19,308.03,54,Refrigerated (2–8°C),WH-A,In Stock,2025-10-10
INV001616,MED000223,SUP0011,BAT901549,2024-06-07,2025-11-29,157,69.52,86.61,131,Room Temperature,WH-C,In Stock,2024-07-10
INV002235,MED000223,SUP0029,BAT874016,2024-10-23,2026-02-15,717,594.83,772.48,65,Frozen (-20°C),WH-A,In Stock,2025-03-05
INV004559,MED000223,SUP0037,BAT583672,2025-09-09,2027-02-01,455,156.93,205.22,77,Room Temperature,WH-C,In Stock,2025-09-30
INV000201,MED000224,SUP0031,BAT354235,2023-11-01,2026-07-18,231,143.54,175.12,188,Refrigerated (2–8°C),WH-D,In Stock,2024-03-30
INV003156,MED000224,SUP0013,BAT222222,2024-01-22,2026-11-07,932,226.31,302.94,157,Room Temperature,WH-E,In Stock,2024-02-20
INV004185,MED000225,SUP0031,BAT783839,2023-09-16,2025-01-08,825,471.11,600.79,159,Room Temperature,WH-A,In Stock,2023-11-17
INV000956,MED000226,SUP0035,BAT481237,2025-02-14,2027-01-05,252,537.59,664.65,106,Room Temperature,WH-A,In Stock,2025-06-16
INV002977,MED000226,SUP0043,BAT825621,2026-05-04,2029-04-18,366,569.89,785.78,152,Refrigerated (2–8°C),WH-D,In Stock,2026-07-20
INV003327,MED000226,SUP0016,BAT681296,2025-12-20,2027-01-14,64,53.71,65.76,163,Frozen (-20°C),WH-B,Low Stock,2026-06-17
INV000722,MED000227,SUP0021,BAT361728,2026-06-12,2029-03-28,867,413.02,561.1,177,Refrigerated (2–8°C),WH-D,In Stock,2026-07-20
INV000948,MED000227,SUP0025,BAT398739,2023-10-11,2025-02-02,431,541.09,666.66,109,Room Temperature,WH-D,In Stock,2024-02-04
INV003679,MED000227,SUP0060,BAT781473,2025-09-05,2027-08-26,303,253.53,334.11,105,Room Temperature,WH-E,In Stock,2025-09-21
INV000156,MED000228,SUP0037,BAT349183,2025-03-28,2026-06-21,244,385.18,510.19,132,Room Temperature,WH-A,In Stock,2025-04-24
INV001232,MED000229,SUP0023,BAT544664,2026-07-13,2029-06-27,891,52.61,63.21,197,Frozen (-20°C),WH-E,In Stock,2026-07-20
INV001278,MED000229,SUP0024,BAT611265,2023-08-03,2025-05-24,481,102.06,123.81,151,Refrigerated (2–8°C),WH-C,In Stock,2023-12-26
INV002306,MED000229,SUP0054,BAT594378,2026-05-14,2027-05-09,649,572.54,718.09,121,Room Temperature,WH-A,In Stock,2026-07-20
INV002674,MED000229,SUP0019,BAT350610,2025-07-12,2027-12-29,281,243.66,301.39,67,Refrigerated (2–8°C),WH-C,In Stock,2025-08-03
INV002692,MED000229,SUP0055,BAT248116,2024-01-07,2026-11-22,748,296.06,403.83,153,Room Temperature,WH-B,In Stock,2024-02-04
INV004113,MED000229,SUP0037,BAT860265,2024-07-04,2026-03-26,228,66.54,83.06,146,Refrigerated (2–8°C),WH-B,In Stock,2024-08-09
INV004207,MED000229,SUP0072,BAT939624,2026-07-04,2028-01-25,280,418.82,529.62,52,Refrigerated (2–8°C),WH-C,In Stock,2026-07-20
INV004449,MED000229,SUP0007,BAT552807,2025-10-13,2027-01-06,618,136.05,186.32,38,Refrigerated (2–8°C),WH-A,In Stock,2026-02-06
INV000015,MED000230,SUP0047,BAT972064,2025-04-10,2026-11-01,246,568.43,691.85,170,Refrigerated (2–8°C),WH-A,In Stock,2025-05-09
INV001305,MED000230,SUP0059,BAT116929,2023-08-04,2025-07-24,409,216.04,300.11,50,Room Temperature,WH-D,In Stock,2023-12-04
INV002988,MED000230,SUP0038,BAT569162,2024-06-01,2027-01-17,469,214.26,269.23,78,Refrigerated (2–8°C),WH-E,In Stock,2024-08-04
