Date,Year,Quarter,Month,Month_Name,Week,Day,Day_Name,Weekday
2024-11-12,2024,Q4,11,November,46,12,Tuesday,2
2024-11-13,2024,Q4,11,November,46,13,Wednesday,3
2024-11-14,2024,Q4,11,November,46,14,Thursday,4
2024-11-15,2024,Q4,11,November,46,15,Friday,5
2024-11-16,2024,Q4,11,November,46,16,Saturday,6
2024-11-17,2024,Q4,11,November,46,17,Sunday,7
2024-11-18,2024,Q4,11,November,47,18,Monday,1
2024-11-19,2024,Q4,11,November,47,19,Tuesday,2
2024-11-20,2024,Q4,11,November,47,20,Wednesday,3
2024-11-21,2024,Q4,11,November,47,21,Thursday,4
2024-11-22,2024,Q4,11,November,47,22,Friday,5
2024-11-23,2024,Q4,11,November,47,23,Saturday,6
2024-11-24,2024,Q4,11,November,47,24,Sunday,7
2024-11-25,2024,Q4,11,November,48,25,Monday,1
2024-11-26,2024,Q4,11,November,48,26,Tuesday,2
2024-11-27,2024,Q4,11,November,48,27,Wednesday,3
2024-11-28,2024,Q4,11,November,48,28,Thursday,4
2024-11-29,2024,Q4,11,November,48,29,Friday,5
2024-11-30,2024,Q4,11,November,48,30,Saturday,6
2024-12-01,2024,Q4,12,December,48,1,Sunday,7
2024-12-02,2024,Q4,12,December,49,2,Monday,1
2024-12-03,2024,Q4,12,December,49,3,Tuesday,2
2024-12-04,2024,Q4,12,December,49,4,Wednesday,3
2024-12-05,2024,Q4,12,December,49,5,Thursday,4
2024-12-06,2024,Q4,12,December,49,6,Friday,5
2024-12-07,2024,Q4,12,December,49,7,Saturday,6
2024-12-08,2024,Q4,12,December,49,8,Sunday,7
2024-12-09,2024,Q4,12,December,50,9,Monday,1
2024-12-10,2024,Q4,12,December,50,10,Tuesday,2
2024-12-11,2024,Q4,12,December,50,11,Wednesday,3
2024-12-12,2024,Q4,12,December,50,12,Thursday,4
2024-12-13,2024,Q4,12,December,50,13,Friday,5
2024-12-14,2024,Q4,12,December,50,14,Saturday,6
2024-12-15,2024,Q4,12,December,50,15,Sunday,7
2024-12-16,2024,Q4,12,December,51,16,Monday,1
2024-12-17,2024,Q4,12,December,51,17,Tuesday,2
2024-12-18,2024,Q4,12,December,51,18,Wednesday,3
2024-12-19,2024,Q4,12,December,51,19,Thursday,4
2024-12-20,2024,Q4,12,December,51,20,Friday,5
2024-12-21,2024,Q4,12,December,51,21,Saturday,6
2024-12-22,2024,Q4,12,December,51,22,Sunday,7
2024-12-23,2024,Q4,12,December,52,23,Monday,1
2024-12-24,2024,Q4,12,December,52,24,Tuesday,2
2024-12-25,2024,Q4,12,December,52,25,Wednesday,3
2024-12-26,2024,Q4,12,December,52,26,Thursday,4
2024-12-27,2024,Q4,12,December,52,27,Friday,5
2024-12-28,2024,Q4,12,December,52,28,Saturday,6
2024-12-29,2024,Q4,12,December,52,29,Sunday,7
2024-12-30,2024,Q4,12,December,1,30,Monday,1
2024-12-31,2024,Q4,12,December,1,31,Tuesday,2
2025-01-01,2025,Q1,1,January,1,1,Wednesday,3
2025-01-02,2025,Q1,1,January,1,2,Thursday,4
2025-01-03,2025,Q1,1,January,1,3,Friday,5
2025-01-04,2025,Q1,1,January,1,4,Saturday,6
2025-01-05,2025,Q1,1,January,1,5,Sunday,7
2025-01-06,2025,Q1,1,January,2,6,Monday,1
2025-01-07,2025,Q1,1,January,2,7,Tuesday,2
2025-01-08,2025,Q1,1,January,2,8,Wednesday,3
2025-01-09,2025,Q1,1,January,2,9,Thursday,4
2025-01-10,2025,Q1,1,January,2,10,Friday,5
2025-01-11,2025,Q1,1,January,2,11,Saturday,6
2025-01-12,2025,Q1,1,January,2,12,Sunday,7
2025-01-13,2025,Q1,1,January,3,13,Monday,1
2025-01-14,2025,Q1,1,January,3,14,Tuesday,2
2025-01-15,2025,Q1,1,January,3,15,Wednesday,3
2025-01-16,2025,Q1,1,January,3,16,Thursday,4
2025-01-17,2025,Q1,1,January,3,17,Friday,5
2025-01-18,2025,Q1,1,January,3,18,Saturday,6
2025-01-19,2025,Q1,1,January,3,19,Sunday,7
2025-01-20,2025,Q1,1,January,4,20,Monday,1
2025-01-21,2025,Q1,1,January,4,21,Tuesday,2
2025-01-22,2025,Q1,1,January,4,22,Wednesday,3
2025-01-23,2025,Q1,1,January,4,23,Thursday,4
2025-01-24,2025,Q1,1,January,4,24,Friday,5
2025-01-25,2025,Q1,1,January,4,25,Saturday,6
2025-01-26,2025,Q1,1,January,4,26,Sunday,7
2025-01-27,2025,Q1,1,January,5,27,Monday,1
2025-01-28,2025,Q1,1,January,5,28,Tuesday,2
2025-01-29,2025,Q1,1,January,5,29,Wednesday,3
2025-01-30,2025,Q1,1,January,5,30,Thursday,4
2025-01-31,2025,Q1,1,January,5,31,Friday,5
2025-02-01,2025,Q1,2,February,5,1,Saturday,6
2025-02-02,2025,Q1,2,February,5,2,Sunday,7
2025-02-03,2025,Q1,2,February,6,3,Monday,1
2025-02-04,2025,Q1,2,February,6,4,Tuesday,2
2025-02-05,2025,Q1,2,February,6,5,Wednesday,3
2025-02-06,2025,Q1,2,February,6,6,Thursday,4
2025-02-07,2025,Q1,2,February,6,7,Friday,5
2025-02-08,2025,Q1,2,February,6,8,Saturday,6
2025-02-09,2025,Q1,2,February,6,9,Sunday,7
2025-02-10,2025,Q1,2,February,7,10,Monday,1
2025-02-11,2025,Q1,2,February,7,11,Tuesday,2
2025-02-12,2025,Q1,2,February,7,12,Wednesday,3
2025-02-13,2025,Q1,2,February,7,13,Thursday,4
2025-02-14,2025,Q1,2,February,7,14,Friday,5
2025-02-15,2025,Q1,2,February,7,15,Saturday,6
2025-02-16,2025,Q1,2,February,7,16,Sunday,7
2025-02-17,2025,Q1,2,February,8,17,Monday,1
2025-02-18,2025,Q1,2,February,8,18,Tuesday,2
2025-02-19,2025,Q1,2,February,8,19,Wednesday,3
2025-02-20,2025,Q1,2,February,8,20,Thursday,4
2025-02-21,2025,Q1,2,February,8,21,Friday,5
2025-02-22,2025,Q1,2,February,8,22,Saturday,6
2025-02-23,2025,Q1,2,February,8,23,Sunday,7
2025-02-24,2025,Q1,2,February,9,24,Monday,1
2025-02-25,2025,Q1,2,February,9,25,Tuesday,2
2025-02-26,2025,Q1,2,February,9,26,Wednesday,3
2025-02-27,2025,Q1,2,February,9,27,Thursday,4
2025-02-28,2025,Q1,2,February,9,28,Friday,5
2025-03-01,2025,Q1,3,March,9,1,Saturday,6
2025-03-02,2025,Q1,3,March,9,2,Sunday,7
2025-03-03,2025,Q1,3,March,10,3,Monday,1
2025-03-04,2025,Q1,3,March,10,4,Tuesday,2
2025-03-05,2025,Q1,3,March,10,5,Wednesday,3
2025-03-06,2025,Q1,3,March,10,6,Thursday,4
2025-03-07,2025,Q1,3,March,10,7,Friday,5
2025-03-08,2025,Q1,3,March,10,8,Saturday,6
2025-03-09,2025,Q1,3,March,10,9,Sunday,7
2025-03-10,2025,Q1,3,March,11,10,Monday,1
2025-03-11,2025,Q1,3,March,11,11,Tuesday,2
2025-03-12,2025,Q1,3,March,11,12,Wednesday,3
2025-03-13,2025,Q1,3,March,11,13,Thursday,4
2025-03-14,2025,Q1,3,March,11,14,Friday,5
2025-03-15,2025,Q1,3,March,11,15,Saturday,6
2025-03-16,2025,Q1,3,March,11,16,Sunday,7
2025-03-17,2025,Q1,3,March,12,17,Monday,1
2025-03-18,2025,Q1,3,March,12,18,Tuesday,2
2025-03-19,2025,Q1,3,March,12,19,Wednesday,3
2025-03-20,2025,Q1,3,March,12,20,Thursday,4
2025-03-21,2025,Q1,3,March,12,21,Friday,5
2025-03-22,2025,Q1,3,March,12,22,Saturday,6
2025-03-23,2025,Q1,3,March,12,23,Sunday,7
2025-03-24,2025,Q1,3,March,13,24,Monday,1
2025-03-25,2025,Q1,3,March,13,25,Tuesday,2
2025-03-26,2025,Q1,3,March,13,26,Wednesday,3
2025-03-27,2025,Q1,3,March,13,27,Thursday,4
2025-03-28,2025,Q1,3,March,13,28,Friday,5
2025-03-29,2025,Q1,3,March,13,29,Saturday,6
2025-03-30,2025,Q1,3,March,13,30,Sunday,7
2025-03-31,2025,Q1,3,March,14,31,Monday,1
2025-04-01,2025,Q2,4,April,14,1,Tuesday,2
2025-04-02,2025,Q2,4,April,14,2,Wednesday,3
2025-04-03,2025,Q2,4,April,14,3,Thursday,4
2025-04-04,2025,Q2,4,April,14,4,Friday,5
2025-04-05,2025,Q2,4,April,14,5,Saturday,6
2025-04-06,2025,Q2,4,April,14,6,Sunday,7
2025-04-07,2025,Q2,4,April,15,7,Monday,1
2025-04-08,2025,Q2,4,April,15,8,Tuesday,2
2025-04-09,2025,Q2,4,April,15,9,Wednesday,3
2025-04-10,2025,Q2,4,April,15,10,Thursday,4
2025-04-11,2025,Q2,4,April,15,11,Friday,5
2025-04-12,2025,Q2,4,April,15,12,Saturday,6
2025-04-13,2025,Q2,4,April,15,13,Sunday,7
2025-04-14,2025,Q2,4,April,16,14,Monday,1
2025-04-15,2025,Q2,4,April,16,15,Tuesday,2
2025-04-16,2025,Q2,4,April,16,16,Wednesday,3
2025-04-17,2025,Q2,4,April,16,17,Thursday,4
2025-04-18,2025,Q2,4,April,16,18,Friday,5
2025-04-19,2025,Q2,4,April,16,19,Saturday,6
2025-04-20,2025,Q2,4,April,16,20,Sunday,7
2025-04-21,2025,Q2,4,April,17,21,Monday,1
2025-04-22,2025,Q2,4,April,17,22,Tuesday,2
2025-04-23,2025,Q2,4,April,17,23,Wednesday,3
2025-04-24,2025,Q2,4,April,17,24,Thursday,4
2025-04-25,2025,Q2,4,April,17,25,Friday,5
2025-04-26,2025,Q2,4,April,17,26,Saturday,6
2025-04-27,2025,Q2,4,April,17,27,Sunday,7
2025-04-28,2025,Q2,4,April,18,28,Monday,1
2025-04-29,2025,Q2,4,April,18,29,Tuesday,2
2025-04-30,2025,Q2,4,April,18,30,Wednesday,3
2025-05-01,2025,Q2,5,May,18,1,Thursday,4
2025-05-02,2025,Q2,5,May,18,2,Friday,5
2025-05-03,2025,Q2,5,May,18,3,Saturday,6
2025-05-04,2025,Q2,5,May,18,4,Sunday,7
2025-05-05,2025,Q2,5,May,19,5,Monday,1
2025-05-06,2025,Q2,5,May,19,6,Tuesday,2
2025-05-07,2025,Q2,5,May,19,7,Wednesday,3
2025-05-08,2025,Q2,5,May,19,8,Thursday,4
2025-05-09,2025,Q2,5,May,19,9,Friday,5
2025-05-10,2025,Q2,5,May,19,10,Saturday,6
2025-05-11,2025,Q2,5,May,19,11,Sunday,7
2025-05-12,2025,Q2,5,May,20,12,Monday,1
2025-05-13,2025,Q2,5,May,20,13,Tuesday,2
2025-05-14,2025,Q2,5,May,20,14,Wednesday,3
2025-05-15,2025,Q2,5,May,20,15,Thursday,4
2025-05-16,2025,Q2,5,May,20,16,Friday,5
2025-05-17,2025,Q2,5,May,20,17,Saturday,6
2025-05-18,2025,Q2,5,May,20,18,Sunday,7
2025-05-19,2025,Q2,5,May,21,19,Monday,1
2025-05-20,2025,Q2,5,May,21,20,Tuesday,2
2025-05-21,2025,Q2,5,May,21,21,Wednesday,3
2025-05-22,2025,Q2,5,May,21,22,Thursday,4
2025-05-23,2025,Q2,5,May,21,23,Friday,5
2025-05-24,2025,Q2,5,May,21,24,Saturday,6
2025-05-25,2025,Q2,5,May,21,25,Sunday,7
2025-05-26,2025,Q2,5,May,22,26,Monday,1
2025-05-27,2025,Q2,5,May,22,27,Tuesday,2
2025-05-28,2025,Q2,5,May,22,28,Wednesday,3
2025-05-29,2025,Q2,5,May,22,29,Thursday,4
2025-05-30,2025,Q2,5,May,22,30,Friday,5
2025-05-31,2025,Q2,5,May,22,31,Saturday,6
2025-06-01,2025,Q2,6,June,22,1,Sunday,7
2025-06-02,2025,Q2,6,June,23,2,Monday,1
2025-06-03,2025,Q2,6,June,23,3,Tuesday,2
2025-06-04,2025,Q2,6,June,23,4,Wednesday,3
2025-06-05,2025,Q2,6,June,23,5,Thursday,4
2025-06-06,2025,Q2,6,June,23,6,Friday,5
2025-06-07,2025,Q2,6,June,23,7,Saturday,6
2025-06-08,2025,Q2,6,June,23,8,Sunday,7
2025-06-09,2025,Q2,6,June,24,9,Monday,1
2025-06-10,2025,Q2,6,June,24,10,Tuesday,2
2025-06-11,2025,Q2,6,June,24,11,Wednesday,3
2025-06-12,2025,Q2,6,June,24,12,Thursday,4
2025-06-13,2025,Q2,6,June,24,13,Friday,5
2025-06-14,2025,Q2,6,June,24,14,Saturday,6
2025-06-15,2025,Q2,6,June,24,15,Sunday,7
2025-06-16,2025,Q2,6,June,25,16,Monday,1
2025-06-17,2025,Q2,6,June,25,17,Tuesday,2
2025-06-18,2025,Q2,6,June,25,18,Wednesday,3
2025-06-19,2025,Q2,6,June,25,19,Thursday,4
2025-06-20,2025,Q2,6,June,25,20,Friday,5
2025-06-21,2025,Q2,6,June,25,21,Saturday,6
2025-06-22,2025,Q2,6,June,25,22,Sunday,7
2025-06-23,2025,Q2,6,June,26,23,Monday,1
2025-06-24,2025,Q2,6,June,26,24,Tuesday,2
2025-06-25,2025,Q2,6,June,26,25,Wednesday,3
2025-06-26,2025,Q2,6,June,26,26,Thursday,4
2025-06-27,2025,Q2,6,June,26,27,Friday,5
2025-06-28,2025,Q2,6,June,26,28,Saturday,6
2025-06-29,2025,Q2,6,June,26,29,Sunday,7
2025-06-30,2025,Q2,6,June,27,30,Monday,1
2025-07-01,2025,Q3,7,July,27,1,Tuesday,2
2025-07-02,2025,Q3,7,July,27,2,Wednesday,3
2025-07-03,2025,Q3,7,July,27,3,Thursday,4
2025-07-04,2025,Q3,7,July,27,4,Friday,5
2025-07-05,2025,Q3,7,July,27,5,Saturday,6
2025-07-06,2025,Q3,7,July,27,6,Sunday,7
2025-07-07,2025,Q3,7,July,28,7,Monday,1
2025-07-08,2025,Q3,7,July,28,8,Tuesday,2
2025-07-09,2025,Q3,7,July,28,9,Wednesday,3
2025-07-10,2025,Q3,7,July,28,10,Thursday,4
2025-07-11,2025,Q3,7,July,28,11,Friday,5
2025-07-12,2025,Q3,7,July,28,12,Saturday,6
2025-07-13,2025,Q3,7,July,28,13,Sunday,7
2025-07-14,2025,Q3,7,July,29,14,Monday,1
2025-07-15,2025,Q3,7,July,29,15,Tuesday,2
2025-07-16,2025,Q3,7,July,29,16,Wednesday,3
2025-07-17,2025,Q3,7,July,29,17,Thursday,4
2025-07-18,2025,Q3,7,July,29,18,Friday,5
2025-07-19,2025,Q3,7,July,29,19,Saturday,6
2025-07-20,2025,Q3,7,July,29,20,Sunday,7
2025-07-21,2025,Q3,7,July,30,21,Monday,1
2025-07-22,2025,Q3,7,July,30,22,Tuesday,2
2025-07-23,2025,Q3,7,July,30,23,Wednesday,3
2025-07-24,2025,Q3,7,July,30,24,Thursday,4
2025-07-25,2025,Q3,7,July,30,25,Friday,5
2025-07-26,2025,Q3,7,July,30,26,Saturday,6
2025-07-27,2025,Q3,7,July,30,27,Sunday,7
2025-07-28,2025,Q3,7,July,31,28,Monday,1
2025-07-29,2025,Q3,7,July,31,29,Tuesday,2
2025-07-30,2025,Q3,7,July,31,30,Wednesday,3
2025-07-31,2025,Q3,7,July,31,31,Thursday,4
2025-08-01,2025,Q3,8,August,31,1,Friday,5
2025-08-02,2025,Q3,8,August,31,2,Saturday,6
2025-08-03,2025,Q3,8,August,31,3,Sunday,7
2025-08-04,2025,Q3,8,August,32,4,Monday,1
2025-08-05,2025,Q3,8,August,32,5,Tuesday,2
2025-08-06,2025,Q3,8,August,32,6,Wednesday,3
2025-08-07,2025,Q3,8,August,32,7,Thursday,4
2025-08-08,2025,Q3,8,August,32,8,Friday,5
2025-08-09,2025,Q3,8,August,32,9,Saturday,6
2025-08-10,2025,Q3,8,August,32,10,Sunday,7
2025-08-11,2025,Q3,8,August,33,11,Monday,1
2025-08-12,2025,Q3,8,August,33,12,Tuesday,2
2025-08-13,2025,Q3,8,August,33,13,Wednesday,3
2025-08-14,2025,Q3,8,August,33,14,Thursday,4
2025-08-15,2025,Q3,8,August,33,15,Friday,5
2025-08-16,2025,Q3,8,August,33,16,Saturday,6
2025-08-17,2025,Q3,8,August,33,17,Sunday,7
2025-08-18,2025,Q3,8,August,34,18,Monday,1
2025-08-19,2025,Q3,8,August,34,19,Tuesday,2
2025-08-20,2025,Q3,8,August,34,20,Wednesday,3
2025-08-21,2025,Q3,8,August,34,21,Thursday,4
2025-08-22,2025,Q3,8,August,34,22,Friday,5
2025-08-23,2025,Q3,8,August,34,23,Saturday,6
2025-08-24,2025,Q3,8,August,34,24,Sunday,7
2025-08-25,2025,Q3,8,August,35,25,Monday,1
2025-08-26,2025,Q3,8,August,35,26,Tuesday,2
2025-08-27,2025,Q3,8,August,35,27,Wednesday,3
2025-08-28,2025,Q3,8,August,35,28,Thursday,4
2025-08-29,2025,Q3,8,August,35,29,Friday,5
2025-08-30,2025,Q3,8,August,35,30,Saturday,6
2025-08-31,2025,Q3,8,August,35,31,Sunday,7
2025-09-01,2025,Q3,9,September,36,1,Monday,1
2025-09-02,2025,Q3,9,September,36,2,Tuesday,2
2025-09-03,2025,Q3,9,September,36,3,Wednesday,3
2025-09-04,2025,Q3,9,September,36,4,Thursday,4
2025-09-05,2025,Q3,9,September,36,5,Friday,5
2025-09-06,2025,Q3,9,September,36,6,Saturday,6
2025-09-07,2025,Q3,9,September,36,7,Sunday,7
2025-09-08,2025,Q3,9,September,37,8,Monday,1
2025-09-09,2025,Q3,9,September,37,9,Tuesday,2
2025-09-10,2025,Q3,9,September,37,10,Wednesday,3
2025-09-11,2025,Q3,9,September,37,11,Thursday,4
2025-09-12,2025,Q3,9,September,37,12,Friday,5
2025-09-13,2025,Q3,9,September,37,13,Saturday,6
2025-09-14,2025,Q3,9,September,37,14,Sunday,7
2025-09-15,2025,Q3,9,September,38,15,Monday,1
2025-09-16,2025,Q3,9,September,38,16,Tuesday,2
2025-09-17,2025,Q3,9,September,38,17,Wednesday,3
2025-09-18,2025,Q3,9,September,38,18,Thursday,4
2025-09-19,2025,Q3,9,September,38,19,Friday,5
2025-09-20,2025,Q3,9,September,38,20,Saturday,6
2025-09-21,2025,Q3,9,September,38,21,Sunday,7
2025-09-22,2025,Q3,9,September,39,22,Monday,1
2025-09-23,2025,Q3,9,September,39,23,Tuesday,2
2025-09-24,2025,Q3,9,September,39,24,Wednesday,3
2025-09-25,2025,Q3,9,September,39,25,Thursday,4
2025-09-26,2025,Q3,9,September,39,26,Friday,5
2025-09-27,2025,Q3,9,September,39,27,Saturday,6
2025-09-28,2025,Q3,9,September,39,28,Sunday,7
2025-09-29,2025,Q3,9,September,40,29,Monday,1
2025-09-30,2025,Q3,9,September,40,30,Tuesday,2
2025-10-01,2025,Q4,10,October,40,1,Wednesday,3
2025-10-02,2025,Q4,10,October,40,2,Thursday,4
2025-10-03,2025,Q4,10,October,40,3,Friday,5
2025-10-04,2025,Q4,10,October,40,4,Saturday,6
2025-10-05,2025,Q4,10,October,40,5,Sunday,7
2025-10-06,2025,Q4,10,October,41,6,Monday,1
2025-10-07,2025,Q4,10,October,41,7,Tuesday,2
2025-10-08,2025,Q4,10,October,41,8,Wednesday,3
2025-10-09,2025,Q4,10,October,41,9,Thursday,4
2025-10-10,2025,Q4,10,October,41,10,Friday,5
2025-10-11,2025,Q4,10,October,41,11,Saturday,6
2025-10-12,2025,Q4,10,October,41,12,Sunday,7
2025-10-13,2025,Q4,10,October,42,13,Monday,1
2025-10-14,2025,Q4,10,October,42,14,Tuesday,2
2025-10-15,2025,Q4,10,October,42,15,Wednesday,3
2025-10-16,2025,Q4,10,October,42,16,Thursday,4
2025-10-17,2025,Q4,10,October,42,17,Friday,5
2025-10-18,2025,Q4,10,October,42,18,Saturday,6
2025-10-19,2025,Q4,10,October,42,19,Sunday,7
2025-10-20,2025,Q4,10,October,43,20,Monday,1
2025-10-21,2025,Q4,10,October,43,21,Tuesday,2
2025-10-22,2025,Q4,10,October,43,22,Wednesday,3
2025-10-23,2025,Q4,10,October,43,23,Thursday,4
2025-10-24,2025,Q4,10,October,43,24,Friday,5
2025-10-25,2025,Q4,10,October,43,25,Saturday,6
2025-10-26,2025,Q4,10,October,43,26,Sunday,7
2025-10-27,2025,Q4,10,October,44,27,Monday,1
2025-10-28,2025,Q4,10,October,44,28,Tuesday,2
2025-10-29,2025,Q4,10,October,44,29,Wednesday,3
2025-10-30,2025,Q4,10,October,44,30,Thursday,4
2025-10-31,2025,Q4,10,October,44,31,Friday,5
2025-11-01,2025,Q4,11,November,44,1,Saturday,6
2025-11-02,2025,Q4,11,November,44,2,Sunday,7
2025-11-03,2025,Q4,11,November,45,3,Monday,1
2025-11-04,2025,Q4,11,November,45,4,Tuesday,2
2025-11-05,2025,Q4,11,November,45,5,Wednesday,3
2025-11-06,2025,Q4,11,November,45,6,Thursday,4
2025-11-07,2025,Q4,11,November,45,7,Friday,5
2025-11-08,2025,Q4,11,November,45,8,Saturday,6
2025-11-09,2025,Q4,11,November,45,9,Sunday,7
2025-11-10,2025,Q4,11,November,46,10,Monday,1
2025-11-11,2025,Q4,11,November,46,11,Tuesday,2
2025-11-12,2025,Q4,11,November,46,12,Wednesday,3
2025-11-13,2025,Q4,11,November,46,13,Thursday,4
2025-11-14,2025,Q4,11,November,46,14,Friday,5
2025-11-15,2025,Q4,11,November,46,15,Saturday,6
2025-11-16,2025,Q4,11,November,46,16,Sunday,7
2025-11-17,2025,Q4,11,November,47,17,Monday,1
2025-11-18,2025,Q4,11,November,47,18,Tuesday,2
2025-11-19,2025,Q4,11,November,47,19,Wednesday,3
2025-11-20,2025,Q4,11,November,47,20,Thursday,4
2025-11-21,2025,Q4,11,November,47,21,Friday,5
2025-11-22,2025,Q4,11,November,47,22,Saturday,6
2025-11-23,2025,Q4,11,November,47,23,Sunday,7
2025-11-24,2025,Q4,11,November,48,24,Monday,1
2025-11-25,2025,Q4,11,November,48,25,Tuesday,2
2025-11-26,2025,Q4,11,November,48,26,Wednesday,3
2025-11-27,2025,Q4,11,November,48,27,Thursday,4
2025-11-28,2025,Q4,11,November,48,28,Friday,5
2025-11-29,2025,Q4,11,November,48,29,Saturday,6
2025-11-30,2025,Q4,11,November,48,30,Sunday,7
2025-12-01,2025,Q4,12,December,49,1,Monday,1
2025-12-02,2025,Q4,12,December,49,2,Tuesday,2
2025-12-03,2025,Q4,12,December,49,3,Wednesday,3
2025-12-04,2025,Q4,12,December,49,4,Thursday,4
2025-12-05,2025,Q4,12,December,49,5,Friday,5
2025-12-06,2025,Q4,12,December,49,6,Saturday,6
2025-12-07,2025,Q4,12,December,49,7,Sunday,7
2025-12-08,2025,Q4,12,December,50,8,Monday,1
2025-12-09,2025,Q4,12,December,50,9,Tuesday,2
2025-12-10,2025,Q4,12,December,50,10,Wednesday,3
2025-12-11,2025,Q4,12,December,50,11,Thursday,4
2025-12-12,2025,Q4,12,December,50,12,Friday,5
2025-12-13,2025,Q4,12,December,50,13,Saturday,6
2025-12-14,2025,Q4,12,December,50,14,Sunday,7
2025-12-15,2025,Q4,12,December,51,15,Monday,1
2025-12-16,2025,Q4,12,December,51,16,Tuesday,2
2025-12-17,2025,Q4,12,December,51,17,Wednesday,3
2025-12-18,2025,Q4,12,December,51,18,Thursday,4
2025-12-19,2025,Q4,12,December,51,19,Friday,5
2025-12-20,2025,Q4,12,December,51,20,Saturday,6
2025-12-21,2025,Q4,12,December,51,21,Sunday,7
2025-12-22,2025,Q4,12,December,52,22,Monday,1
2025-12-23,2025,Q4,12,December,52,23,Tuesday,2
2025-12-24,2025,Q4,12,December,52,24,Wednesday,3
2025-12-25,2025,Q4,12,December,52,25,Thursday,4
2025-12-26,2025,Q4,12,December,52,26,Friday,5
2025-12-27,2025,Q4,12,December,52,27,Saturday,6
2025-12-28,2025,Q4,12,December,52,28,Sunday,7
2025-12-29,2025,Q4,12,December,1,29,Monday,1
2025-12-30,2025,Q4,12,December,1,30,Tuesday,2
2025-12-31,2025,Q4,12,December,1,31,Wednesday,3
2026-01-01,2026,Q1,1,January,1,1,Thursday,4
2026-01-02,2026,Q1,1,January,1,2,Friday,5
2026-01-03,2026,Q1,1,January,1,3,Saturday,6
2026-01-04,2026,Q1,1,January,1,4,Sunday,7
2026-01-05,2026,Q1,1,January,2,5,Monday,1
2026-01-06,2026,Q1,1,January,2,6,Tuesday,2
2026-01-07,2026,Q1,1,January,2,7,Wednesday,3
2026-01-08,2026,Q1,1,January,2,8,Thursday,4
2026-01-09,2026,Q1,1,January,2,9,Friday,5
2026-01-10,2026,Q1,1,January,2,10,Saturday,6
2026-01-11,2026,Q1,1,January,2,11,Sunday,7
2026-01-12,2026,Q1,1,January,3,12,Monday,1
2026-01-13,2026,Q1,1,January,3,13,Tuesday,2
2026-01-14,2026,Q1,1,January,3,14,Wednesday,3
2026-01-15,2026,Q1,1,January,3,15,Thursday,4
2026-01-16,2026,Q1,1,January,3,16,Friday,5
2026-01-17,2026,Q1,1,January,3,17,Saturday,6
2026-01-18,2026,Q1,1,January,3,18,Sunday,7
2026-01-19,2026,Q1,1,January,4,19,Monday,1
2026-01-20,2026,Q1,1,January,4,20,Tuesday,2
2026-01-21,2026,Q1,1,January,4,21,Wednesday,3
2026-01-22,2026,Q1,1,January,4,22,Thursday,4
2026-01-23,2026,Q1,1,January,4,23,Friday,5
2026-01-24,2026,Q1,1,January,4,24,Saturday,6
2026-01-25,2026,Q1,1,January,4,25,Sunday,7
2026-01-26,2026,Q1,1,January,5,26,Monday,1
2026-01-27,2026,Q1,1,January,5,27,Tuesday,2
2026-01-28,2026,Q1,1,January,5,28,Wednesday,3
2026-01-29,2026,Q1,1,January,5,29,Thursday,4
2026-01-30,2026,Q1,1,January,5,30,Friday,5
2026-01-31,2026,Q1,1,January,5,31,Saturday,6
2026-02-01,2026,Q1,2,February,5,1,Sunday,7
2026-02-02,2026,Q1,2,February,6,2,Monday,1
2026-02-03,2026,Q1,2,February,6,3,Tuesday,2
2026-02-04,2026,Q1,2,February,6,4,Wednesday,3
2026-02-05,2026,Q1,2,February,6,5,Thursday,4
2026-02-06,2026,Q1,2,February,6,6,Friday,5
2026-02-07,2026,Q1,2,February,6,7,Saturday,6
2026-02-08,2026,Q1,2,February,6,8,Sunday,7
2026-02-09,2026,Q1,2,February,7,9,Monday,1
2026-02-10,2026,Q1,2,February,7,10,Tuesday,2
2026-02-11,2026,Q1,2,February,7,11,Wednesday,3
2026-02-12,2026,Q1,2,February,7,12,Thursday,4
2026-02-13,2026,Q1,2,February,7,13,Friday,5
2026-02-14,2026,Q1,2,February,7,14,Saturday,6
2026-02-15,2026,Q1,2,February,7,15,Sunday,7
2026-02-16,2026,Q1,2,February,8,16,Monday,1
2026-02-17,2026,Q1,2,February,8,17,Tuesday,2
2026-02-18,2026,Q1,2,February,8,18,Wednesday,3
2026-02-19,2026,Q1,2,February,8,19,Thursday,4
2026-02-20,2026,Q1,2,February,8,20,Friday,5
2026-02-21,2026,Q1,2,February,8,21,Saturday,6
2026-02-22,2026,Q1,2,February,8,22,Sunday,7
2026-02-23,2026,Q1,2,February,9,23,Monday,1
2026-02-24,2026,Q1,2,February,9,24,Tuesday,2
2026-02-25,2026,Q1,2,February,9,25,Wednesday,3
2026-02-26,2026,Q1,2,February,9,26,Thursday,4
2026-02-27,2026,Q1,2,February,9,27,Friday,5
2026-02-28,2026,Q1,2,February,9,28,Saturday,6
2026-03-01,2026,Q1,3,March,9,1,Sunday,7
2026-03-02,2026,Q1,3,March,10,2,Monday,1
2026-03-03,2026,Q1,3,March,10,3,Tuesday,2
2026-03-04,2026,Q1,3,March,10,4,Wednesday,3
2026-03-05,2026,Q1,3,March,10,5,Thursday,4
2026-03-06,2026,Q1,3,March,10,6,Friday,5
2026-03-07,2026,Q1,3,March,10,7,Saturday,6
