Inventory_ID,Medicine_ID,Supplier_ID,Category_ID,Manufacturing_Date,Expiry_Date,Last_Restock_Date,Quantity_In_Stock,Unit_Cost,Selling_Price,Inventory_Value,Potential_Sales_Value,Potential_Gross_Profit,Total_Revenue,Total_Quantity_Sold,Revenue_per_Transaction,Revenue_per_Unit_Sold,Total_Waste_Value,Total_Quantity_Wasted,Waste_Percentage,Waste_Cost_Ratio,Profit_per_Unit,Profit_Margin_Percentage,Markup_Percentage,Inventory_ROI,Cost_to_Revenue_Ratio,Days_to_Expiry,Inventory_Age_Days,Days_Since_Last_Restock,Stock_Difference,Stock_Coverage_Ratio,Low_Stock_Flag,Overstock_Flag,Out_of_Stock_Flag,Near_Expiry_Flag,ABC_Class,Movement_Type,Waste_Risk,Supplier_Risk,Business_Priority,Inventory_Criticality,Stock_Priority,Executive_Priority,Inventory_Health_Score,Sales_Performance_Score,Supplier_Performance_Index,Executive_Risk_Score
INV003416,MED056554,SUP0044,CAT004,2025-08-03,2027-08-23,2025-10-04,981,257.26,337.43,252372.06,331018.83,78646.77000000002,0.0,0.0,0.0,0.0,1286.3,5.0,0.509683995922528,0.0050968399592252,80.17000000000002,23.76,31.16,-100.0,0.0,386,364,302,925,17.517857142857142,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,47.21,82.0,75.25
INV004533,MED054469,SUP0056,CAT005,2024-06-11,2026-01-02,2024-07-09,837,301.49,363.56,252347.13,304299.72000000003,51952.590000000026,0.0,0.0,0.0,0.0,17486.42,58.0,6.929510155316606,0.069295101553166,62.06999999999999,17.07,20.59,-100.0,0.0,-212,782,754,713,6.75,0,1,0,1,A,Medium Moving,Medium,Low,Medium,Critical,Reduce Inventory,Medium,65,31.35,83.0,60.13
INV002915,MED102990,SUP0059,CAT014,2024-02-01,2025-12-22,2024-02-27,739,341.47,443.66,252346.33,327864.74,75518.40999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.19,23.03,29.93,-100.0,0.0,-223,913,887,687,14.211538461538462,0,1,0,1,A,Medium Moving,Low,Low,Low,Critical,Reduce Inventory,Medium,75,45.38,83.0,69.58
INV001091,MED061511,SUP0061,CAT012,2024-07-24,2027-01-10,2024-12-15,794,317.63,389.38,252198.22,309167.72,56969.49999999997,0.0,0.0,0.0,0.0,58761.55,185.0,23.299748110831235,0.2329974811083123,71.75,18.43,22.59,-100.0,0.0,161,739,595,601,4.1139896373057,0,1,0,0,A,Medium Moving,High,Low,Low,High,Reduce Inventory,Medium,90,34.6,72.0,65.92
INV000086,MED122253,SUP0007,CAT005,2025-01-17,2027-06-06,2025-03-06,949,265.68,355.92,252130.32,337768.08,85637.76000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24,25.35,33.97,-100.0,0.0,308,562,514,851,9.683673469387756,0,1,0,0,A,Medium Moving,Low,Medium,Low,High,Reduce Inventory,Medium,100,51.45,77.0,79.56
INV001411,MED046053,SUP0030,CAT009,2026-04-12,2028-10-28,2026-07-20,443,568.66,700.57,251916.38,310352.51,58436.130000000034,0.0,0.0,0.0,0.0,11937.23,71.0,16.02708803611738,0.0473856840908876,131.91000000000008,18.83,23.2,-100.0,0.0,818,112,13,307,3.2573529411764706,0,1,0,0,A,Medium Moving,High,Medium,Low,High,Reduce Inventory,Medium,90,35.45,71.0,67.15
INV004150,MED049716,SUP0054,CAT014,2024-10-07,2025-12-01,2024-12-13,454,554.24,717.18,251624.96,325599.72,73974.75999999998,0.0,0.0,0.0,0.0,50435.84,91.0,20.044052863436125,0.2004405286343612,162.93999999999994,22.72,29.4,-100.0,0.0,-244,664,597,410,10.318181818181818,0,1,0,1,A,Medium Moving,High,Low,Medium,Critical,Reduce Inventory,Medium,65,44.58,83.0,62.8
INV003392,MED035505,SUP0004,CAT007,2024-08-05,2027-03-23,2024-08-28,472,533.04,686.1,251594.88,323839.2,72244.32000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.06000000000006,22.31,28.71,-100.0,0.0,233,727,704,287,2.5513513513513515,0,0,0,0,A,Medium Moving,Low,Medium,Low,High,Healthy Stock,Medium,100,43.68,80.0,77.29
INV000736,MED021681,SUP0028,CAT015,2025-02-19,2026-12-11,2025-03-20,761,330.56,436.49,251556.16,332168.89,80612.73000000001,0.0,0.0,0.0,0.0,2975.04,9.0,1.1826544021024967,0.0118265440210249,105.93,24.27,32.05,-100.0,0.0,131,529,500,718,17.697674418604652,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,100,48.61,87.0,79.89
INV004243,MED047406,SUP0073,CAT004,2024-03-05,2026-02-23,2024-05-08,967,259.85,329.16,251274.95,318297.72000000003,67022.77000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31,21.06,26.67,-100.0,0.0,-160,880,816,768,4.85929648241206,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,40.59,68.0,62.16
INV002751,MED036063,SUP0016,CAT007,2025-03-29,2026-11-19,2025-07-13,472,532.25,657.12,251222.0,310160.64,58938.640000000014,2225.68,3.0,2225.68,741.8933333333333,0.0,0.0,0.0,0.0,124.87,19.0,23.46,-99.11405848213931,112.87426763955288,109,491,385,329,3.300699300699301,0,1,0,0,A,Fast Moving,Low,High,Low,High,Reduce Inventory,Low,90,72.9,70.0,82.52
INV000814,MED121183,SUP0053,CAT015,2023-08-11,2025-09-29,2023-12-02,475,528.56,699.73,251066.0,332371.75,81305.75000000003,0.0,0.0,0.0,0.0,93555.12,177.0,37.26315789473684,0.3726315789473684,171.17000000000007,24.46,32.38,-100.0,0.0,-307,1087,974,341,3.544776119402985,0,1,0,1,A,Medium Moving,Critical,Low,Medium,Critical,Reduce Inventory,Medium,65,49.19,72.0,60.18
INV003036,MED063492,SUP0059,CAT004,2024-10-10,2027-07-27,2025-03-09,435,576.97,737.71,250981.95,320903.85000000003,69921.90000000002,0.0,0.0,0.0,0.0,33464.26,58.0,13.333333333333334,0.1333333333333333,160.74,21.79,27.86,-100.0,0.0,359,661,511,373,7.016129032258065,0,1,0,0,A,Medium Moving,Medium,Low,Low,High,Reduce Inventory,Medium,100,42.43,83.0,75.3
INV003382,MED066037,SUP0005,CAT005,2026-03-04,2027-02-27,2026-06-30,881,284.87,366.5,250970.47,322886.5,71916.03,0.0,0.0,0.0,0.0,43585.11,153.0,17.366628830874006,0.17366628830874,81.63,22.27,28.66,-100.0,0.0,209,151,33,721,5.50625,0,1,0,0,A,Medium Moving,High,High,Low,High,Reduce Inventory,Medium,100,43.55,73.0,73.59
INV004670,MED038572,SUP0071,CAT006,2025-05-06,2027-05-26,2025-07-05,423,592.59,776.82,250665.57,328594.86000000004,77929.29000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.23,23.72,31.09,-100.0,0.0,297,453,393,387,11.75,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,47.13,67.0,73.05
INV004505,MED005500,SUP0056,CAT007,2024-03-15,2025-12-05,2024-06-01,522,480.1,621.33,250612.2,324334.26,73722.06,0.0,0.0,0.0,0.0,51850.8,108.0,20.689655172413797,0.2068965517241379,141.23000000000002,22.73,29.42,-100.0,0.0,-240,870,792,381,3.702127659574468,0,1,0,1,A,Medium Moving,High,Low,Medium,Critical,Reduce Inventory,Medium,65,44.61,83.0,62.71
INV002686,MED079701,SUP0027,CAT002,2024-02-07,2025-07-31,2024-07-10,866,289.31,363.75,250542.46,315007.5,64465.04000000001,0.0,0.0,0.0,0.0,43685.81,151.0,17.4364896073903,0.174364896073903,74.44,20.46,25.73,-100.0,0.0,-367,907,753,707,5.446540880503145,0,1,0,1,A,Medium Moving,High,Medium,Low,Critical,Reduce Inventory,Medium,75,39.18,86.0,65.25
INV001926,MED016794,SUP0003,CAT013,2026-07-18,2029-03-04,2026-07-20,507,494.06,683.75,250488.42,346661.25,96172.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69,27.74,38.39,-100.0,0.0,945,15,13,347,3.16875,0,1,0,0,A,Medium Moving,Low,Medium,Low,High,Reduce Inventory,Low,100,58.21,78.0,82.07
INV001528,MED026145,SUP0062,CAT005,2023-12-03,2026-11-17,2024-03-07,948,264.2,360.11,250461.6,341384.28,90922.68000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.91000000000004,26.63,36.3,-100.0,0.0,107,973,878,909,24.307692307692307,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,55.0,86.0,78.65
INV004547,MED118275,SUP0049,CAT015,2025-05-04,2026-07-28,2025-05-22,536,467.14,570.07,250387.04,305557.52,55170.48000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.93000000000006,18.06,22.03,-100.0,0.0,-5,455,437,406,4.123076923076923,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,High,65,33.74,69.0,59.91
INV000226,MED108348,SUP0006,CAT013,2024-08-09,2027-07-25,2025-01-21,741,337.52,437.39,250102.32,324105.99,74003.67000000001,1052.6,5.0,1052.6,210.52,0.0,0.0,0.0,0.0,99.87,22.83,29.59,-99.5791322527516,237.6043321299639,357,723,558,545,3.7806122448979593,0,1,0,0,A,Fast Moving,Low,Medium,Low,High,Reduce Inventory,Low,100,81.38,86.0,91.38
INV001589,MED039481,SUP0042,CAT005,2025-06-08,2027-04-29,2025-10-21,777,321.83,417.94,250061.91,324739.38,74677.47000000003,1532.74,2.0,1532.74,766.37,0.0,0.0,0.0,0.0,96.11,23.0,29.86,-99.38705578950427,163.1469851377272,270,420,285,691,9.034883720930232,0,1,0,0,A,Fast Moving,Low,Low,Low,High,Reduce Inventory,Low,90,80.97,77.0,86.39
INV000088,MED020109,SUP0020,CAT006,2025-03-09,2027-06-27,2025-06-01,425,588.25,734.57,250006.25,312192.25,62186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.32000000000005,19.92,24.87,-100.0,0.0,329,511,427,277,2.871621621621621,0,0,0,0,A,Medium Moving,Low,Low,Low,High,Healthy Stock,Medium,100,38.0,81.0,75.45
INV002355,MED033301,SUP0001,CAT015,2026-01-09,2027-08-02,2026-07-05,973,256.78,349.68,249846.94,340238.64,90391.70000000004,0.0,0.0,0.0,0.0,50072.1,195.0,20.04110996916752,0.2004110996916752,92.90000000000003,26.57,36.18,-100.0,0.0,365,205,28,925,20.27083333333333,0,1,0,0,A,Medium Moving,High,Low,Low,High,Reduce Inventory,Medium,90,54.84,76.0,74.09
INV003038,MED007953,SUP0047,CAT006,2024-12-12,2026-01-06,2025-05-06,716,348.93,430.31,249833.88,308101.96,58268.080000000016,1145.72,2.0,1145.72,572.86,0.0,0.0,0.0,0.0,81.38,18.91,23.32,-99.54140727430564,218.05840868624097,-208,598,453,654,11.548387096774194,0,1,0,1,A,Fast Moving,Low,Medium,Medium,Critical,Reduce Inventory,Medium,65,70.96,68.0,72.79
INV001934,MED096640,SUP0039,CAT006,2024-03-29,2027-03-14,2024-06-07,781,319.81,423.91,249771.61,331073.71,81302.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.10000000000002,24.56,32.55,-100.0,0.0,224,856,786,655,6.198412698412699,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,49.42,73.0,74.75
INV001207,MED007581,SUP0030,CAT002,2026-05-24,2027-08-17,2026-07-20,436,572.62,733.04,249662.32,319605.44,69943.12,0.0,0.0,0.0,0.0,44664.36,78.0,17.889908256880734,0.1788990825688073,160.41999999999996,21.88,28.02,-100.0,0.0,380,70,13,343,4.688172043010753,0,1,0,0,A,Medium Moving,High,Medium,Low,High,Reduce Inventory,Medium,90,42.63,71.0,69.39
INV000170,MED047095,SUP0063,CAT003,2024-03-28,2025-07-21,2024-04-30,462,539.71,695.7,249346.02,321413.4,72067.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.99,22.42,28.9,-100.0,0.0,-377,857,824,393,6.695652173913044,0,1,0,1,A,Medium Moving,Low,Low,Low,Critical,Reduce Inventory,Medium,75,43.95,88.0,69.83
INV001616,MED060133,SUP0040,CAT015,2024-07-03,2026-12-20,2024-10-22,747,333.76,403.14,249318.72,301145.58,51826.860000000015,0.0,0.0,0.0,0.0,56739.2,170.0,22.75769745649264,0.2275769745649263,69.38,17.21,20.79,-100.0,0.0,140,760,649,712,21.34285714285714,0,1,0,0,A,Medium Moving,High,Low,Low,High,Reduce Inventory,Medium,90,31.66,69.0,64.52
INV001765,MED079490,SUP0029,CAT003,2023-12-01,2025-05-24,2024-04-12,604,412.67,562.36,249252.68,339665.44,90412.75999999998,0.0,0.0,0.0,0.0,48695.06,118.0,19.5364238410596,0.195364238410596,149.69,26.62,36.27,-100.0,0.0,-435,975,842,467,4.408759124087592,0,1,0,1,A,Medium Moving,High,High,Low,Critical,Reduce Inventory,Medium,75,54.98,77.0,69.11
INV003542,MED132700,SUP0016,CAT003,2024-06-15,2026-08-04,2024-09-19,970,256.75,346.99,249047.5,336580.3,87532.79999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24,26.01,35.15,-100.0,0.0,2,778,682,797,5.606936416184971,0,1,0,1,A,Medium Moving,Low,High,Medium,Critical,Reduce Inventory,Medium,65,53.27,70.0,66.89
INV003755,MED040576,SUP0057,CAT003,2024-09-11,2026-07-03,2024-11-19,667,372.9,513.27,248724.3,342351.09,93626.78999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.37,27.35,37.64,-100.0,0.0,-30,690,621,483,3.625,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,57.17,84.0,70.36
INV000022,MED087499,SUP0058,CAT015,2025-12-01,2027-04-25,2026-02-25,473,525.32,638.3,248476.36,301915.9,53439.53999999995,0.0,0.0,0.0,0.0,11557.04,22.0,4.651162790697675,0.0465116279069767,112.9799999999999,17.7,21.51,-100.0,0.0,266,244,158,385,5.375,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,32.84,82.0,69.6
INV004636,MED018436,SUP0001,CAT015,2026-07-12,2027-10-05,2026-07-20,425,584.63,808.29,248467.75,343523.25,95055.5,4920.73,5.0,4920.73,984.146,65478.56,112.0,26.046511627906977,0.2635294117647058,223.66,27.67,38.26,-98.01956994418792,50.49408319497311,429,21,13,291,3.171641791044776,0,1,0,0,A,Fast Moving,High,Low,Low,High,Reduce Inventory,Low,90,96.64,76.0,87.82
INV001017,MED019719,SUP0026,CAT015,2026-03-08,2027-06-01,2026-06-20,990,250.7,341.98,248193.0,338560.2,90367.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.28000000000004,26.69,36.41,-100.0,0.0,303,147,43,847,6.923076923076923,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Low,100,55.22,85.0,82.08
INV000046,MED036710,SUP0026,CAT015,2023-09-09,2024-10-03,2023-11-25,486,510.59,620.15,248146.74,301392.9,53246.15999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.56,17.67,21.46,-100.0,0.0,-668,1058,981,305,2.685082872928177,0,0,0,1,A,Medium Moving,Low,Low,Low,Critical,Sell Immediately,Medium,90,32.75,85.0,70.71
INV003675,MED103294,SUP0032,CAT007,2023-11-01,2025-11-20,2023-12-26,483,513.53,671.66,248034.99,324411.78,76376.78999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.13,23.54,30.79,-100.0,0.0,-255,1005,950,300,2.639344262295082,0,0,0,1,A,Medium Moving,Low,Low,Low,Critical,Sell Immediately,Medium,80,46.69,69.0,69.69
INV000408,MED121278,SUP0068,CAT015,2023-08-08,2024-10-31,2023-11-19,456,543.18,718.49,247690.08,327631.44,79941.36000000002,0.0,0.0,0.0,0.0,14122.68,26.0,5.701754385964912,0.0570175438596491,175.31000000000006,24.4,32.27,-100.0,0.0,-640,1090,987,370,5.3023255813953485,0,1,0,1,A,Medium Moving,Medium,Low,Low,Critical,Reduce Inventory,Medium,75,48.98,86.0,70.44
INV003730,MED051993,SUP0042,CAT002,2023-08-05,2024-09-28,2023-12-25,924,267.91,345.85,247548.84000000003,319565.4,72016.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.94,22.54,29.09,-100.0,0.0,-673,1093,951,858,14.0,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,44.19,77.0,64.77
INV001893,MED069562,SUP0028,CAT015,2025-08-19,2027-06-10,2026-01-21,563,439.55,604.88,247466.65,340547.44,93080.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.32999999999998,27.33,37.61,-100.0,0.0,312,348,193,518,12.511111111111113,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Low,100,57.12,87.0,83.04
INV004817,MED107815,SUP0057,CAT007,2025-09-01,2028-08-16,2026-02-27,661,374.19,512.32,247339.59,338643.52,91303.93000000002,0.0,0.0,0.0,0.0,16090.17,43.0,6.505295007564296,0.0650529500756429,138.13000000000005,26.96,36.91,-100.0,0.0,745,335,156,627,19.44117647058824,0,1,0,0,A,Medium Moving,Medium,Low,Low,High,Reduce Inventory,Medium,90,56.05,84.0,77.74
INV002944,MED008641,SUP0017,CAT015,2024-04-16,2026-02-05,2024-05-25,838,295.05,359.36,247251.9,301143.68,53891.77999999997,0.0,0.0,0.0,0.0,35406.0,120.0,14.319809069212411,0.143198090692124,64.31,17.9,21.8,-100.0,0.0,-178,838,799,806,26.1875,0,1,0,1,A,Medium Moving,Medium,Low,Medium,Critical,Reduce Inventory,High,65,33.38,78.0,58.99
INV000552,MED021732,SUP0073,CAT005,2026-06-19,2029-05-04,2026-07-20,509,485.75,668.75,247246.75,340393.75,93147.0,941.62,1.0,941.62,941.62,32059.5,66.0,12.941176470588236,0.1296660117878192,183.0,27.36,37.67,-99.61915778468271,262.5759329665895,1006,44,13,358,3.370860927152318,0,1,0,0,A,Fast Moving,Medium,Low,Low,High,Reduce Inventory,Low,90,90.89,68.0,86.57
INV001119,MED130834,SUP0014,CAT015,2025-09-22,2028-08-07,2025-12-19,879,280.78,369.09,246805.62,324430.11,77624.49000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.31,23.93,31.45,-100.0,0.0,736,314,226,718,5.459627329192546,0,1,0,0,A,Medium Moving,Low,Medium,Low,High,Reduce Inventory,Medium,90,47.66,71.0,73.83
INV003510,MED089574,SUP0015,CAT005,2024-02-08,2026-10-25,2024-05-28,744,331.54,435.37,246665.76,323915.28,77249.52000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.82999999999998,23.85,31.32,-100.0,0.0,84,906,796,598,5.095890410958904,0,1,0,1,A,Medium Moving,Low,Medium,Medium,Critical,Reduce Inventory,Medium,65,47.46,72.0,65.16
INV001141,MED117284,SUP0066,CAT015,2024-05-27,2025-05-22,2024-11-09,607,405.97,523.99,246423.79,318061.93,71638.13999999998,0.0,0.0,0.0,0.0,25170.14,62.0,10.214168039538714,0.1021416803953871,118.01999999999998,22.52,29.07,-100.0,0.0,-437,797,631,488,5.100840336134453,0,1,0,1,A,Medium Moving,Medium,Low,Medium,Critical,Reduce Inventory,Medium,65,44.15,83.0,64.12
INV001771,MED038206,SUP0048,CAT005,2026-06-05,2028-12-21,2026-07-20,906,271.91,334.26,246350.46,302839.56,56489.09999999998,0.0,0.0,0.0,0.0,45680.88,168.0,18.543046357615893,0.1854304635761589,62.349999999999966,18.65,22.93,-100.0,0.0,872,58,13,732,5.206896551724138,0,1,0,0,A,Medium Moving,High,Low,Low,High,Reduce Inventory,Medium,90,34.98,76.0,67.36
INV001052,MED021778,SUP0029,CAT005,2025-09-17,2027-11-06,2026-03-09,525,469.11,580.57,246282.75,304799.25,58516.5,0.0,0.0,0.0,0.0,52540.32,112.0,21.333333333333336,0.2133333333333333,111.46000000000004,19.2,23.76,-100.0,0.0,461,319,146,449,6.907894736842105,0,1,0,0,A,Medium Moving,High,High,Low,High,Reduce Inventory,Medium,100,36.35,77.0,71.07
INV002134,MED038740,SUP0015,CAT002,2023-07-30,2024-07-24,2023-12-24,533,462.03,606.93,246261.99,323493.69,77231.70000000001,0.0,0.0,0.0,0.0,89171.79,193.0,36.21013133208256,0.3621013133208255,144.89999999999998,23.87,31.36,-100.0,0.0,-739,1099,952,362,3.1169590643274856,0,1,0,1,A,Medium Moving,Critical,Medium,Medium,Critical,Reduce Inventory,High,65,47.52,72.0,59.75
INV003329,MED101842,SUP0061,CAT003,2024-09-18,2025-11-12,2024-11-27,733,335.49,443.13,245914.17,324814.29,78900.11999999997,0.0,0.0,0.0,0.0,43613.7,130.0,17.735334242837652,0.1773533424283765,107.64,24.29,32.08,-100.0,0.0,-263,683,613,609,5.911290322580645,0,1,0,1,A,Medium Moving,High,Low,Medium,Critical,Reduce Inventory,Medium,65,48.68,72.0,62.93
INV000447,MED120628,SUP0030,CAT006,2024-06-16,2025-09-09,2024-08-24,520,472.72,642.98,245814.4,334349.60000000003,88535.20000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.26,26.48,36.02,-100.0,0.0,-327,777,708,393,4.094488188976378,0,1,0,1,A,Medium Moving,Low,Medium,Medium,Critical,Reduce Inventory,Medium,65,54.62,71.0,67.52
INV002312,MED082635,SUP0074,CAT003,2025-05-09,2026-09-01,2025-11-02,863,284.7,343.53,245696.1,296466.39,50770.28999999998,0.0,0.0,0.0,0.0,48943.8,207.0,23.986095017381228,0.1992046271796744,58.829999999999984,17.13,20.66,-100.0,0.0,30,450,273,699,5.262195121951219,0,1,0,1,A,Medium Moving,High,Low,Medium,Critical,Reduce Inventory,High,65,31.49,63.0,54.62
INV002635,MED059776,SUP0031,CAT015,2025-03-02,2026-02-25,2025-06-08,506,485.02,656.0,245420.12,331936.0,86515.88,1059.15,3.0,1059.15,353.05,0.0,0.0,0.0,0.0,170.98000000000002,26.06,35.25,-99.56843391650204,231.714223669924,-158,518,420,458,10.541666666666666,0,1,0,1,A,Fast Moving,Low,Low,Medium,Critical,Reduce Inventory,Low,65,89.32,80.0,81.01
INV004248,MED103577,SUP0046,CAT015,2024-03-18,2025-06-11,2024-09-14,710,345.56,435.44,245347.6,309162.4,63814.80000000002,196.7,1.0,196.7,196.7,47687.28,138.0,19.40928270042194,0.1943661971830985,89.88,20.64,26.01,-99.91982803173946,1247.318759532283,-417,867,687,641,10.289855072463768,0,1,0,1,A,Fast Moving,High,Low,Medium,Critical,Reduce Inventory,Medium,65,71.2,73.0,70.71
INV004320,MED025244,SUP0027,CAT015,2024-10-17,2027-08-03,2025-03-13,537,456.55,557.32,245167.35,299280.84,54113.49000000002,2759.5,4.0,1379.75,689.875,0.0,0.0,0.0,0.0,100.77000000000004,18.08,22.07,-98.8744422942125,88.84484508063055,366,654,507,351,2.8870967741935485,0,0,0,0,A,Fast Moving,Low,Medium,Low,High,Healthy Stock,Low,100,71.58,86.0,87.95
INV000818,MED050165,SUP0044,CAT015,2025-08-14,2026-08-09,2026-01-08,600,408.59,494.99,245154.0,296994.0,51840.00000000003,0.0,0.0,0.0,0.0,23289.63,57.0,9.5,0.095,86.40000000000003,17.45,21.15,-100.0,0.0,7,353,206,407,3.1088082901554404,0,1,0,1,A,Medium Moving,Medium,Low,Medium,Critical,Reduce Inventory,High,65,32.27,82.0,59.92
INV000241,MED091597,SUP0050,CAT015,2025-05-30,2027-05-20,2025-07-19,809,302.97,422.6,245102.73,341883.4,96780.67,0.0,0.0,0.0,0.0,27267.3,90.0,11.124845488257108,0.111248454882571,119.63,28.31,39.49,-100.0,0.0,291,429,379,764,17.977777777777778,0,1,0,0,A,Medium Moving,Medium,Low,Low,High,Reduce Inventory,Medium,90,59.75,70.0,76.24
INV002301,MED135344,SUP0066,CAT014,2024-05-16,2025-08-09,2024-08-29,895,273.8,355.85,245051.0,318485.75,73434.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.05000000000001,23.06,29.97,-100.0,0.0,-358,808,703,725,5.264705882352941,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,45.45,83.0,66.11
INV002638,MED106896,SUP0054,CAT005,2026-06-07,2027-11-29,2026-07-20,518,473.0,620.72,245014.0,321532.96,76518.96000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.72000000000003,23.8,31.23,-100.0,0.0,484,56,13,443,6.906666666666666,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,47.33,83.0,75.52
INV004733,MED040426,SUP0031,CAT005,2023-11-23,2025-11-12,2024-02-07,706,346.62,476.08,244713.72,336112.48,91398.75999999998,0.0,0.0,0.0,0.0,16291.14,47.0,6.6572237960339935,0.0665722379603399,129.45999999999998,27.19,37.35,-100.0,0.0,-263,983,907,665,17.21951219512195,0,1,0,1,A,Medium Moving,Medium,Low,Medium,Critical,Reduce Inventory,Medium,65,56.76,80.0,68.62
INV001598,MED102025,SUP0039,CAT015,2025-12-21,2027-04-15,2026-01-21,853,286.87,344.68,244700.11,294012.04,49311.92999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.81,16.77,20.15,-100.0,0.0,256,224,193,788,13.123076923076924,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,30.7,73.0,68.19
INV004998,MED082059,SUP0039,CAT007,2026-02-18,2027-05-14,2026-07-20,427,572.72,799.53,244551.44,341399.31,96847.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.80999999999997,28.37,39.6,-100.0,0.0,285,165,13,256,2.497076023391813,0,0,0,0,A,Medium Moving,Low,Low,Low,High,Healthy Stock,Low,100,59.93,73.0,81.93
INV000661,MED005807,SUP0001,CAT005,2025-01-08,2026-09-30,2025-07-05,854,286.16,380.81,244380.64,325211.74,80831.09999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.64999999999998,24.85,33.08,-100.0,0.0,59,571,393,667,4.566844919786096,0,1,0,1,A,Medium Moving,Low,Low,Medium,Critical,Reduce Inventory,Medium,65,50.17,76.0,66.71
INV001706,MED065020,SUP0021,CAT009,2025-05-28,2027-10-15,2025-09-29,426,573.55,787.37,244332.3,335419.62,91087.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.82000000000005,27.16,37.28,-100.0,0.0,439,431,307,387,10.923076923076923,0,1,0,0,A,Medium Moving,Low,High,Low,High,Reduce Inventory,Medium,90,56.64,67.0,76.37
INV002397,MED082121,SUP0053,CAT015,2024-07-10,2025-08-04,2024-10-18,748,326.63,440.03,244319.24,329142.44,84823.20000000001,0.0,0.0,0.0,0.0,35602.67,109.0,14.572192513368984,0.1457219251336898,113.39999999999998,25.77,34.72,-100.0,0.0,-363,753,653,711,20.216216216216218,0,1,0,1,A,Medium Moving,Medium,Low,Medium,Critical,Reduce Inventory,Medium,65,52.56,72.0,64.76
INV004067,MED135314,SUP0057,CAT005,2025-02-09,2027-09-27,2025-05-15,566,431.42,568.64,244183.72,321850.24,77666.51999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.21999999999997,24.13,31.81,-100.0,0.0,421,539,444,518,11.791666666666666,0,1,0,0,A,Medium Moving,Low,Low,Low,High,Reduce Inventory,Medium,90,48.21,84.0,75.97
